network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","4799463","64078956","303196341","129815","-21.69","0.04281549030962745","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-06-28T12:10:22.151Z"
"OP Mainnet","Uniswap V3","uniswap-v3","1873757","36286986","202327640","461392","-28.67","0.22804200157724372","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-06-28T12:10:22.151Z"
"OP Mainnet","Uniswap V4","uniswap-v4","375754","5511518","26703671","22783","-19.69","0.08531785760841647","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-28T12:10:22.151Z"
"OP Mainnet","WOOFi Swap","woofi-swap","874663","8603595","14180045","2215",,"0.01562054281209968","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-06-28T12:10:22.151Z"
"OP Mainnet","Velodrome V2","velodrome-v2","0","1045209","11072317","85396",,"0.7712568200494982","At risk","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-06-28T12:10:22.151Z"
"OP Mainnet","Solidly V3","solidly-v3","103958","740352","6182151",,"44.4",,"Strong","Rebalance liquidity","https://defillama.com/protocol/solidly-v3","2026-06-28T12:10:22.151Z"
"OP Mainnet","Curve DEX","curve-dex","26342","721092","4064100","1338","-39.48","0.03292241824758249","Watch","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-06-28T12:10:22.151Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","16060","387507","1212150","435","46.05","0.035886647692117316","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-06-28T12:10:22.151Z"
"OP Mainnet","Beets DEX","beets-dex","5614","375296","1023369","167","-34.98","0.016318649480294985","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-06-28T12:10:22.151Z"
"OP Mainnet","Balancer V2","balancer-v2","3315","283410","910736","168","-59.86","0.018446618998260746","At risk","Monitor incentives","https://defillama.com/protocol/balancer-v2","2026-06-28T12:10:22.151Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","288279964","3145717304","15939072774","7803799","-3.59","0.048960181753669174","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-06-28T12:10:22.151Z"
"Base","Uniswap V4","uniswap-v4","373219194","1331406704","6719571516","7166334","51.89","0.10664867518615155","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-28T12:10:22.151Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","49988523","645196820","3546305703","528233","-12.77","0.014895303570505523","Watch","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-06-28T12:10:22.151Z"
"Base","Uniswap V3","uniswap-v3","44091626","746649170","3485914447","10793499","-20.02","0.3096317813906464","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-06-28T12:10:22.151Z"
"Base","Metric","metric","9190252","104029680","812739218",,"-6.65",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-06-28T12:10:22.151Z"
"Base","Tessera V","tessera-v","9842606","105603583","467158747",,"88.9",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-06-28T12:10:22.151Z"
