network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","21038608","114442631","505016085","221870","-19.38","0.043933254125955216","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-09-19T11:46:29.185Z"
"OP Mainnet","Uniswap V3","uniswap-v3","6219304","31711022","139301120","355430","-27.86","0.255152291668581","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-19T11:46:29.185Z"
"OP Mainnet","WOOFi Swap","woofi-swap","2736792","13405259","50615508","2093","2.21","0.004135096302895942","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-09-19T11:46:29.185Z"
"OP Mainnet","Uniswap V4","uniswap-v4","1299668","7054599","34866528","61010","-23.67","0.17498157545253717","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-19T11:46:29.185Z"
"OP Mainnet","Velodrome V2","velodrome-v2","798251","3798739","13759163","92717","90.89","0.6738563966427318","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-09-19T11:46:29.185Z"
"OP Mainnet","Solidly V3","solidly-v3","632410","2792817","8418275","8.54","24.92","0.00010144596131630292","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-09-19T11:46:29.185Z"
"OP Mainnet","Curve DEX","curve-dex","0","848111","6029823","1477",,"0.024494914693184197","At risk","Rebalance liquidity","https://defillama.com/protocol/curve-dex","2026-09-19T11:46:29.185Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","58410","468052","2419293","590.2900000000001","-58.48","0.024399276978852916","At risk","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-09-19T11:46:29.185Z"
"OP Mainnet","DODO AMM","dodo-amm","60","25260.79","744414.5199999999","265.34","-98.79","0.03564411935436187","At risk","Monitor incentives","https://defillama.com/protocol/dodo-amm","2026-09-19T11:46:29.185Z"
"OP Mainnet","Velodrome V1","velodrome-v1","28840","96139","459842","220.39","54.81","0.04792733156171033","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-19T11:46:29.185Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","477146704","2611516334","13783410185","15926935","-3.56","0.11555148389425951","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-09-19T11:46:29.185Z"
"Base","Uniswap V3","uniswap-v3","199506860","1073091099","5110218605","11576040","-27.97","0.22652729549913256","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-19T11:46:29.185Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","140065517","656654524","3700796555","472285","-2.13","0.01276171205255567","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-19T11:46:29.185Z"
"Base","Uniswap V4","uniswap-v4","77595812","774824935","2531425252","8261820","-61.56","0.3263702925248373","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-19T11:46:29.185Z"
"Base","Metric V2","metric-v2","43421054","189290888","1243559350",,"95.08",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-09-19T11:46:29.185Z"
"Base","Tessera V","tessera-v","45823997","212267665","949644498",,"17.96",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-09-19T11:46:29.185Z"
"Base","Hanji Protocol","hanji-protocol","16220294","69267494","449990103","46761","-10.83","0.010391561878417579","Watch","Improve fee efficiency","https://defillama.com/protocol/hanji-protocol","2026-09-19T11:46:29.185Z"
"Unichain","Uniswap V3","uniswap-v3","11926666","51995915","229300206","708402","12.2","0.3089408476152874","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-19T11:46:29.185Z"
"Unichain","Uniswap V4","uniswap-v4","7850101","33720667","169944816","136767","-9.41","0.08047730034907331","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-19T11:46:29.185Z"
"Unichain","Velodrome V3","velodrome-v3","499703","2681530","9743874","1882.6500000000003","-6.11","0.019321370534963817","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-09-19T11:46:29.185Z"
"Unichain","EulerSwap","eulerswap","2095","6855.91","26977.530000000002","0.44000000000000006","-20.94","0.001630986973232909","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-09-19T11:46:29.185Z"
"Unichain","Curve DEX","curve-dex","0","1.02","6.2","0.13",,"2.0967741935483875","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-09-19T11:46:29.185Z"
"Unichain","1inch Aqua","1inch-aqua","0","0.31","2.02","0.02","-100","0.9900990099009901","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-09-19T11:46:29.185Z"
