network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","14278566","130462563","387263861","165737","-54.54","0.04279691876542025","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-29T12:56:56.868Z"
"OP Mainnet","Uniswap V3","uniswap-v3","3519022","41374348","106750916","245122","-73.06","0.22962051210876727","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-29T12:56:56.868Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1688600","11801574","38328357","3221","-43.17","0.008403699642017006","Watch","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-08-29T12:56:56.868Z"
"OP Mainnet","Uniswap V4","uniswap-v4","970695","10482081","27309778","33432.89","-66.31","0.12242095120656052","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-29T12:56:56.868Z"
"OP Mainnet","Velodrome V2","velodrome-v2","327278","3134688","12013350","76242","-54.99","0.6346439585960619","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-08-29T12:56:56.868Z"
"OP Mainnet","Solidly V3","solidly-v3","251621","1812964","5999908","6.22","-30.12","0.00010366825624659577","Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-08-29T12:56:56.868Z"
"OP Mainnet","Curve DEX","curve-dex","27568","1875019","4412189","1010.4100000000001","-93.29","0.02290042425653117","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-29T12:56:56.868Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","0","365992","1529131","310.96",,"0.020335733171324102","At risk","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-08-29T12:56:56.868Z"
"OP Mainnet","Balancer V2","balancer-v2","6363","73429","318059","78.69999999999999","-24.1","0.024743836835304137","Watch","Monitor incentives","https://defillama.com/protocol/balancer-v2","2026-08-29T12:56:56.868Z"
"OP Mainnet","Velodrome V1","velodrome-v1","12399","118030","296189","137.06","-60.09","0.04627450715590384","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-08-29T12:56:56.868Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","462029186","3832550459","12389359238","5564331","-36.37","0.04491217740247109","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-slipstream","2026-08-29T12:56:56.868Z"
"Base","Uniswap V3","uniswap-v3","158722870","1522000962","3827726518","7587075","-59.23","0.19821361229235027","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-29T12:56:56.868Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","155166580","1180824963","3592122180","456225","-52.58","0.012700709417406286","At risk","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-29T12:56:56.868Z"
