network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Unichain","Velodrome V3","velodrome-v3","413221","2106689","6387549","1121.06","382.88","0.017550706851720433","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-08-22T07:29:02.024Z"
"Unichain","EulerSwap","eulerswap","4910","12727","18978","0.21","9342.31","0.0011065444198545685","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-22T07:29:02.024Z"
"Unichain","Curve DEX","curve-dex","0.38","0.8299999999999998","277.30999999999995","0.04",,"0.014424290505210777","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-22T07:29:02.024Z"
"Unichain","1inch Aqua","1inch-aqua","0","0","8.82","0.06",,"0.6802721088435374","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-22T07:29:02.024Z"
"Mode","KIM Exchange V3","kim-exchange-v3","4545","19552","65446.56","71.4","606.84","0.10909664312379445","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-22T07:29:02.024Z"
"Mode","KIM Exchange V2","kim-exchange-v2","3507","10371.24","23185.77","66.95","5063.43","0.28875469738550846","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-22T07:29:02.024Z"
"Mode","SupSwap V3","supswap-v3","2054","4060.5","16013.220000000001","10.05","1530.16","0.06276064401788022","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-22T07:29:02.024Z"
"Mode","Velodrome V3","velodrome-v3","6.18","3496.12","12152.179999999998","7.6","-99.22","0.06254021912117826","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-22T07:29:02.024Z"
"Mode","Velodrome V2","velodrome-v2","945","2826.76","9902.29","23.339999999999996","157.49","0.2357030545459686","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-22T07:29:02.024Z"
"Mode","SwapMode V2","swapmode-v2","1256","3650.89","7844.389999999999","20.4","1466.87","0.2600584621621312","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-22T07:29:02.024Z"
"Mode","MantisSwap","mantisswap","639","1029","1043",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-08-22T07:29:02.024Z"
"Zora","Uniswap V2","uniswap-v2","99.75","584.4000000000001","1074.05","1.8400000000000003","2816.67","0.1713141846282762","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-22T07:29:02.024Z"
"Zora","Uniswap V4","uniswap-v4","5.33","37.519999999999996","75.10000000000001","0.03","2438.1","0.039946737683089206","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-22T07:29:02.024Z"
