network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Base","Uniswap V3","uniswap-v3","111158356","963225253","4565999701","10085381","-13.09","0.22088001884431135","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-14T13:37:11.462Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","59240723","630045248","3626836273","457109","-34.08","0.012603519034011823","Watch","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-14T13:37:11.462Z"
"Base","Uniswap V4","uniswap-v4","89834279","1039937598","2201743263","8522773","51.45","0.38709204398278657","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-14T13:37:11.462Z"
"Base","Metric V2","metric-v2","32454522","330870101","1153919024",,"-53.4",,"At risk","Monitor incentives","https://defillama.com/protocol/metric-v2","2026-09-14T13:37:11.462Z"
"Base","Tessera V","tessera-v","22101844","221724416","840184420",,"-18.98",,"Watch","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-09-14T13:37:11.462Z"
"Base","Hanji Protocol","hanji-protocol","0","85015569","409693192","40557",,"0.009899359030598682","At risk","Improve fee efficiency","https://defillama.com/protocol/hanji-protocol","2026-09-14T13:37:11.462Z"
"Unichain","Uniswap V3","uniswap-v3","6183299","40779264","201739838","603278","-10.19","0.29903761497022713","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-14T13:37:11.462Z"
"Unichain","Uniswap V4","uniswap-v4","3171539","27352610","161676483","120364","-27.47","0.07444743834513026","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-14T13:37:11.462Z"
"Unichain","Velodrome V3","velodrome-v3","259287","1831348","8315134","1570.2400000000002","25.08","0.018884121410430672","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-09-14T13:37:11.462Z"
"Unichain","EulerSwap","eulerswap","8.24","4739.91","25433.530000000002","0.39000000000000007","-98.14","0.0015334088504427032","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-09-14T13:37:11.462Z"
"Unichain","Curve DEX","curve-dex","0","0.03","5.26","0.13",,"2.471482889733841","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-09-14T13:37:11.462Z"
"Unichain","1inch Aqua","1inch-aqua","0","0.37","1.71","0.02",,"1.169590643274854","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-09-14T13:37:11.462Z"
"Mode","KIM Exchange V3","kim-exchange-v3","23559","23453.2","123545.2","124.19000000000003","1562.6","0.10052191424676962","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-09-14T13:37:11.462Z"
"Mode","MantisSwap","mantisswap","29652","29762","101828.8",,,,"Watch","Grow TVL","https://defillama.com/protocol/mantisswap","2026-09-14T13:37:11.462Z"
"Mode","KIM Exchange V2","kim-exchange-v2","5789","12193.439999999999","36547.81","106.13999999999999","741.42","0.2904141178363355","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-09-14T13:37:11.462Z"
"Mode","SupSwap V3","supswap-v3","5427","11684.68","34191.18","17.32","582.64","0.05065633885698007","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-09-14T13:37:11.462Z"
"Mode","SwapMode V2","swapmode-v2","3122","6207.75","18564.339999999997","49.739999999999995","1263.32","0.26793303721004896","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-09-14T13:37:11.462Z"
"Mode","Velodrome V2","velodrome-v2","609","1480.21","13976.32","36.33999999999999","828.78","0.26001121897609664","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-09-14T13:37:11.462Z"
"Mode","Velodrome V3","velodrome-v3","233","453.34000000000003","4176.910000000001","2.489999999999999","4105.78","0.059613446303607175","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-09-14T13:37:11.462Z"
"Zora","Uniswap V2","uniswap-v2","0","6.81","800.7300000000001","1.1600000000000001",,"0.14486780812508587","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-09-14T13:37:11.462Z"
"Zora","Uniswap V4","uniswap-v4","0.56","5.309999999999999","55.44","0.10999999999999999","60","0.1984126984126984","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-09-14T13:37:11.462Z"
