network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","10342422","67393468","306964205","132606","16.24","0.04319917366260994","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-06-30T13:29:52.902Z"
"OP Mainnet","Uniswap V3","uniswap-v3","7485492","40127158","204966301","471065","75.95","0.22982558484089538","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-06-30T13:29:52.902Z"
"OP Mainnet","Uniswap V4","uniswap-v4","486529","5665059","26678321","24991","-8.33","0.09367531037654131","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-30T13:29:52.902Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1271075","10704300","16280750","2279",,"0.013998126621930809","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-06-30T13:29:52.902Z"
"OP Mainnet","Velodrome V2","velodrome-v2","0","566397","10582270","94328",,"0.8913777478745109","At risk","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-06-30T13:29:52.902Z"
"OP Mainnet","Solidly V3","solidly-v3","89465","857213","5809315",,"14.12",,"Watch","Rebalance liquidity","https://defillama.com/protocol/solidly-v3","2026-06-30T13:29:52.902Z"
"OP Mainnet","Curve DEX","curve-dex","88297","741562","3958617","1324","101.78","0.03344602420491803","Watch","Rebalance liquidity","https://defillama.com/protocol/curve-dex","2026-06-30T13:29:52.902Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","81431","498180","1300680","444","401.14","0.03413599040501891","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-06-30T13:29:52.902Z"
"OP Mainnet","Beets DEX","beets-dex","5373","170283","1013653","166","-97.55","0.016376412835556152","At risk","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-06-30T13:29:52.902Z"
"OP Mainnet","Balancer V2","balancer-v2","4467","84482","895720","167","-97.86","0.018644219175635243","At risk","Monitor incentives","https://defillama.com/protocol/balancer-v2","2026-06-30T13:29:52.902Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","462845912","3263871927","15827937882","7463121","-4.1","0.04715156867330951","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-06-30T13:29:52.902Z"
"Base","Uniswap V4","uniswap-v4","206976313","1168418441","6527775063","6728597","-28.2","0.10307642244197837","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-06-30T13:29:52.902Z"
"Base","Uniswap V3","uniswap-v3","150812087","834759630","3596361345","11051414","66.15","0.3072943161110525","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-06-30T13:29:52.902Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","114723639","666874524","3533889100","526354","18.37","0.014894468533265518","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-06-30T13:29:52.902Z"
"Base","Metric","metric","8732226","104361209","739402760",,"4.9",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-06-30T13:29:52.902Z"
"Base","Tessera V","tessera-v","13748291","114745705","463559425",,"108.06",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-06-30T13:29:52.902Z"
"Base","Aerodrome V1","aerodrome-v1","7094773","65782430","319343608","1466613","-35.83","0.45925860523251805","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-v1","2026-06-30T13:29:52.902Z"
"Unichain","Uniswap V4","uniswap-v4","5794856","36303157","226722864","152442","-24.15","0.06723715346150533","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-06-30T13:29:52.902Z"
"Unichain","Uniswap V3","uniswap-v3","8553049","46474902","116483158","483489",,"0.41507202268674753","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-06-30T13:29:52.902Z"
"Unichain","Velodrome V3","velodrome-v3","290489","1664402","8023403","1379","-40.44","0.017187220933561485","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-06-30T13:29:52.902Z"
"Unichain","EulerSwap","eulerswap","202","1380","34913","0","-42.45","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-06-30T13:29:52.902Z"
"Unichain","Curve DEX","curve-dex","0","1404","21720","299","-100","1.3766114180478821","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-06-30T13:29:52.902Z"
"Mode","KIM Exchange V3","kim-exchange-v3","5507","22010","122434","95","461.94","0.07759282552232223","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-06-30T13:29:52.902Z"
"Mode","Velodrome V3","velodrome-v3","996","10225","85410","63","-45.51","0.0737618545837724","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-06-30T13:29:52.902Z"
"Mode","KIM Exchange V2","kim-exchange-v2","660","4537","19887","60","220.39","0.3017046311660884","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-06-30T13:29:52.902Z"
"Mode","SwapMode V2","swapmode-v2","217","1938","11591","35","16.67","0.3019584160124234","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-06-30T13:29:52.902Z"
"Mode","Velodrome V2","velodrome-v2","0","41","8454","0",,"0","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-06-30T13:29:52.902Z"
"Mode","MantisSwap","mantisswap","256","553","2924",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-06-30T13:29:52.902Z"
"Mode","SupSwap V3","supswap-v3","233","378","1595","0","1453.33","0","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-06-30T13:29:52.902Z"
"Zora","Uniswap V2","uniswap-v2","49","564","2283","1","13.95","0.043802014892685065","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-06-30T13:29:52.902Z"
"Zora","Uniswap V4","uniswap-v4","4","27","108","0","100","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-06-30T13:29:52.902Z"
