network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","10080380","72908564","277448270","126083","72.02","0.04544378669220032","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-06T17:30:00.583Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2542498","33190563","153562432","354392","-4.76","0.2307804033736585","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-06T17:30:00.583Z"
"OP Mainnet","WOOFi Swap","woofi-swap","885614","8517982","23527657","3301","6.75","0.014030296344425626","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-06T17:30:00.583Z"
"OP Mainnet","Uniswap V4","uniswap-v4","601574","3852097","22483043","25446","88.87","0.11317862977889602","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-06T17:30:00.583Z"
"OP Mainnet","Velodrome V2","velodrome-v2","288858","160883","7039076","76540",,"1.0873586249104286","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-06T17:30:00.583Z"
"OP Mainnet","Solidly V3","solidly-v3","121402","917641","3818120",,"1.62",,"Strong","Rebalance liquidity","https://defillama.com/protocol/solidly-v3","2026-07-06T17:30:00.583Z"
"OP Mainnet","Curve DEX","curve-dex","68720","1163686","3617702","1107","73.72","0.0305995352851064","Watch","Rebalance liquidity","https://defillama.com/protocol/curve-dex","2026-07-06T17:30:00.583Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","0","326985","995781","308",,"0.030930495761618267","At risk","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-07-06T17:30:00.583Z"
"OP Mainnet","Beets DEX","beets-dex","7104","93143","800547","129","-42.99","0.016113982064763218","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-07-06T17:30:00.583Z"
"OP Mainnet","Velodrome V1","velodrome-v1","10991","215762","754862","275","42.65","0.036430499879448165","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-07-06T17:30:00.583Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","402149313","2882958479","13524016225","6620071","20.25","0.04895048105430678","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-06T17:30:00.583Z"
"Base","Uniswap V4","uniswap-v4","55815955","523067754","5255869160","4848492","-74.5","0.0922491000517981","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-06T17:30:00.583Z"
"Base","Uniswap V3","uniswap-v3","47986433","615783300","2942602854","8910086","-27.44","0.3027960768775901","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-06T17:30:00.583Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","0","408354058","2759128445","410779",,"0.01488799844546563","At risk","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-06T17:30:00.583Z"
"Base","Metric","metric","7157926","46764908","425495733",,"2.32",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-07-06T17:30:00.583Z"
"Base","Tessera V","tessera-v","1658769","52040155","311037633",,"-71.18",,"At risk","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-07-06T17:30:00.583Z"
"Base","Aerodrome V1","aerodrome-v1","6563847","58286581","292799692","1324672","-2.48","0.45241577644828945","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-v1","2026-07-06T17:30:00.583Z"
"Unichain","Uniswap V4","uniswap-v4","3982307","30494457","173801521","118286","50.45","0.06805809254108885","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-06T17:30:00.583Z"
"Unichain","Uniswap V3","uniswap-v3","2306831","34448724","138618745","479731","-31.02","0.34607945700273074","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-06T17:30:00.583Z"
"Unichain","Velodrome V3","velodrome-v3","221136","1642091","6917935","1209","65.06","0.017476313379642915","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-07-06T17:30:00.583Z"
"Unichain","EulerSwap","eulerswap","296","2239","33447","0","300","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-06T17:30:00.583Z"
"Unichain","Curve DEX","curve-dex","0","1374","6997","72",,"1.0290124339002429","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-06T17:30:00.583Z"
"Mode","KIM Exchange V3","kim-exchange-v3","435","11894","93147","97","-33.08","0.1041364724575134","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-06T17:30:00.583Z"
"Mode","Velodrome V3","velodrome-v3","34","3551","61514","46","-88.19","0.07477972494066391","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-07-06T17:30:00.583Z"
"Mode","KIM Exchange V2","kim-exchange-v2","288","8010","20742","64","119.85","0.30855269501494553","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-07-06T17:30:00.583Z"
"Mode","SwapMode V2","swapmode-v2","84","1822","8922","28","-33.33","0.3138309796009863","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-07-06T17:30:00.583Z"
"Mode","SupSwap V3","supswap-v3","15","6252","7135","3","200","0.04204625087596356","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-07-06T17:30:00.583Z"
"Mode","Velodrome V2","velodrome-v2","34","34","6417","0",,"0","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-07-06T17:30:00.583Z"
"Mode","MantisSwap","mantisswap","11","553","1761",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-07-06T17:30:00.583Z"
"Zora","Uniswap V2","uniswap-v2","14","351","1818","0","-12.5","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-07-06T17:30:00.583Z"
"Zora","Uniswap V4","uniswap-v4","1","25","99","0","0","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-07-06T17:30:00.583Z"
