network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","8604046","53775058","292991280","119774","-12.55","0.04087971491847812","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-08-19T07:35:35.699Z"
"OP Mainnet","Uniswap V3","uniswap-v3","578858","8066177","69712636","163728","-70.32","0.23486129544721276","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-19T07:35:35.699Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1213595","8047236","37398861","2242","2.7","0.005994834976391393","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-08-19T07:35:35.699Z"
"OP Mainnet","Uniswap V4","uniswap-v4","254203","2122311","18021852","18738.89","-44.28","0.10397871428530207","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-19T07:35:35.699Z"
"OP Mainnet","Velodrome V2","velodrome-v2","257923","1386956","9186276","79210.74","76.14","0.862272590111597","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-08-19T07:35:35.699Z"
"OP Mainnet","Solidly V3","solidly-v3","121917","720234","4949455","3.8500000000000005","-29.55","0.00007778634213261865","Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-08-19T07:35:35.699Z"
"OP Mainnet","Curve DEX","curve-dex","11455","393002","2252748","481.75","-84.46","0.02138499290644138","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-19T07:35:35.699Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","27544","98979","1161484","244.90000000000003","12.29","0.021085094585891844","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-08-19T07:35:35.699Z"
"OP Mainnet","Balancer V2","balancer-v2","8367","38842","239815","60.86000000000001","185.95","0.02537789546108459","Watch","Grow TVL","https://defillama.com/protocol/balancer-v2","2026-08-19T07:35:35.699Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","1349","4150","236950",,"4717.86",,"Watch","Grow TVL","https://defillama.com/protocol/swaap-maker-v2","2026-08-19T07:35:35.699Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","355246603","2286657138","10280517293","3906893","14.41","0.03800288340218252","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-08-19T07:35:35.699Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","78395602","544724043","2623135521","349426","14.86","0.013320928225118569","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-19T07:35:35.699Z"
"Base","Uniswap V3","uniswap-v3","33591408","382062204","2556588445","4995224","-48.08","0.19538631686180527","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-19T07:35:35.699Z"
"Base","Uniswap V4","uniswap-v4","16485903","226443156","962184586","2434771","37.11","0.2530461447238358","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-19T07:35:35.699Z"
"Base","Tristero Spot","tristero-spot","8.56","20.42","316613810.25000006",,"-93.31",,"At risk","Monitor incentives","https://defillama.com/protocol/tristero-spot","2026-08-19T07:35:35.699Z"
"Base","Metric V2","metric-v2","12944523","69611098","309282164",,"45.38",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-08-19T07:35:35.699Z"
"Base","Tessera V","tessera-v","11965878","48212318","223056178",,"83.19",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-08-19T07:35:35.699Z"
"Unichain","Uniswap V3","uniswap-v3","2376357","15079909","96918093","291195","57.85","0.3004547355260075","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-19T07:35:35.699Z"
