network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","22944927","151571192","374629488","154117","109.84","0.04113851283377885","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-08-25T07:40:57.924Z"
"OP Mainnet","Uniswap V3","uniswap-v3","7193994","52841273","105298721","237950","524.57","0.22597615406933577","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-25T07:40:57.924Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1973139","9397711","37144366","2980","71.52","0.008022751014245336","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-08-25T07:40:57.924Z"
"OP Mainnet","Uniswap V4","uniswap-v4","1503171","13485891","26337642","30473.89","340.03","0.11570470127887683","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-25T07:40:57.924Z"
"OP Mainnet","Velodrome V2","velodrome-v2","627105","4055598","11652133","78662","69.12","0.6750866987185952","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-08-25T07:40:57.924Z"
"OP Mainnet","Solidly V3","solidly-v3","313457","2137409","5837257","6.050000000000002","157.77","0.00010364457141427902","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-08-25T07:40:57.924Z"
"OP Mainnet","Curve DEX","curve-dex","43061","1829161","3560367","856","-36.89","0.024042465285179872","Watch","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-25T07:40:57.924Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","78307","847309","1651299","326.82","247.83","0.019791691268510426","Watch","Improve fee efficiency","https://defillama.com/protocol/sushiswap-v3","2026-08-25T07:40:57.924Z"
"OP Mainnet","Balancer V2","balancer-v2","11139","121347","314894","84.32","-13.35","0.026777264730353703","Watch","Rebalance liquidity","https://defillama.com/protocol/balancer-v2","2026-08-25T07:40:57.924Z"
"OP Mainnet","Beets DEX","beets-dex","8144","148127","282539","86.19","-38.05","0.03050552313131992","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-08-25T07:40:57.924Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","645084192","4128226812","12008758610","5189314","64.22","0.04321274303639283","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-08-25T07:40:57.924Z"
"Base","Uniswap V3","uniswap-v3","291446243","1649691148","3621542279","7076653","373.42","0.19540440107616372","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-25T07:40:57.924Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","212799260","1460193856","3485316021","459921","134.39","0.013195962639509526","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-25T07:40:57.924Z"
"Base","Uniswap V4","uniswap-v4","98763345","409799032","1179150793","3821328","296.29","0.3240745816977117","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-25T07:40:57.924Z"
"Base","Metric V2","metric-v2","23483821","149688042","413351301",,"51.54",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-08-25T07:40:57.924Z"
"Base","Tessera V","tessera-v","40008246","227070620","401673044",,"289.01",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-08-25T07:40:57.924Z"
"Base","Hanji Protocol","hanji-protocol","24467259","129540879","228432830","22656","365.49","0.009918013973735738","Strong","Improve fee efficiency","https://defillama.com/protocol/hanji-protocol","2026-08-25T07:40:57.924Z"
"Unichain","Uniswap V3","uniswap-v3","10112702","75047455","147334397","426980","318.26","0.2898033376415149","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-25T07:40:57.924Z"
"Unichain","Uniswap V4","uniswap-v4","9290930","74131420","125652090","88224","253.08","0.07021291886191466","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-25T07:40:57.924Z"
"Unichain","Velodrome V3","velodrome-v3","601648","2919458","6958761","1250.02","193.22","0.017963255240408458","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-08-25T07:40:57.924Z"
"Unichain","EulerSwap","eulerswap","68","12780","18349","0.25","-80.4","0.001362472069322579","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-25T07:40:57.924Z"
"Unichain","Curve DEX","curve-dex","0","0.95","276.50999999999993","0.04","-100","0.014466022928646344","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-25T07:40:57.924Z"
"Unichain","1inch Aqua","1inch-aqua","0","0.54","9.36","0.06",,"0.641025641025641","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-25T07:40:57.924Z"
"Mode","KIM Exchange V3","kim-exchange-v3","824","21744","59673.56","84.55","79.91","0.1416875413499714","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-25T07:40:57.924Z"
"Mode","KIM Exchange V2","kim-exchange-v2","222","12331.01","23383.929999999997","68.12","77.6","0.2913111696793482","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-25T07:40:57.924Z"
