network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","11851750","73982619","295447844","132313","33.95","0.044783877319477076","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-17T11:54:29.591Z"
"OP Mainnet","Uniswap V3","uniswap-v3","3751069","22234377","129171959","301480","33.06","0.23339430812534165","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-17T11:54:29.591Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1343958","9538540","35142127","4026","33.1","0.011456335582647003","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-17T11:54:29.591Z"
"OP Mainnet","Uniswap V4","uniswap-v4","767765","5236623","21049046","29518","10.77","0.14023438401911423","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-17T11:54:29.591Z"
"OP Mainnet","Velodrome V2","velodrome-v2","279449","1713845","5540185","97315","-13.5","1.756529790972684","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-17T11:54:29.591Z"
"OP Mainnet","Solidly V3","solidly-v3","303153","1845668","4892241","0","48.85","0","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-07-17T11:54:29.591Z"
"OP Mainnet","Curve DEX","curve-dex","22833","538989","3057072","469","-75.94","0.015341477073487311","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-17T11:54:29.591Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","49967","362394","1377708","363","45.46","0.02634810859775802","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-07-17T11:54:29.591Z"
"OP Mainnet","Beets DEX","beets-dex","14831","113563","807182","77","-27.91","0.009539360392080101","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-07-17T11:54:29.591Z"
"OP Mainnet","Velodrome V1","velodrome-v1","7934","58181","632817","235","-34.39","0.03713553839419611","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-17T11:54:29.591Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","413378013","2457723346","12245977349","6097719","-0.66","0.049793649181442724","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-17T11:54:29.591Z"
"Base","Uniswap V4","uniswap-v4","57005801","1775478118","5571706711","4838778","-75.18","0.08684552599380352","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-17T11:54:29.591Z"
"Base","Uniswap V3","uniswap-v3","138398126","713454600","2893500867","8031882","91.23","0.2775835352808277","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-17T11:54:29.591Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","76411724","545244342","2558381140","360227","11.8","0.014080271088927742","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-17T11:54:29.591Z"
"Base","Tristero Spot","tristero-spot","31974744","159833949","393303846",,"799368500",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-07-17T11:54:29.591Z"
"Base","Metric","metric","6355714","46289779","278244643",,"-3.85",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-07-17T11:54:29.591Z"
"Base","Tessera V","tessera-v","5561241","38619883","272163778",,"9.68",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-07-17T11:54:29.591Z"
"Unichain","Uniswap V3","uniswap-v3","7981635","22190047","141620898","433088","127.97","0.3058079747524267","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-17T11:54:29.591Z"
"Unichain","Uniswap V4","uniswap-v4","6316078","23799263","137695117","91902","114.9","0.06674310752791618","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-17T11:54:29.591Z"
"Unichain","Velodrome V3","velodrome-v3","318944","1692549","7282668","1321","123.26","0.018138956766943104","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-07-17T11:54:29.591Z"
"Unichain","EulerSwap","eulerswap","789","5029","15250","0","353.45","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-17T11:54:29.591Z"
"Unichain","Curve DEX","curve-dex","0","94","3275","533",,"16.27480916030534","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-17T11:54:29.591Z"
"Mode","KIM Exchange V3","kim-exchange-v3","1752","166443","230374","95","357.44","0.041237292402788506","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-17T11:54:29.591Z"
"Mode","KIM Exchange V2","kim-exchange-v2","2198","11325","28603","88","908.26","0.3076600356605951","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-07-17T11:54:29.591Z"
