network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Unichain","Velodrome V3","velodrome-v3","158374","1709549","6854300","1225.3899999999999","395.91","0.01787768262258728","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-08-02T09:07:09.279Z"
"Unichain","EulerSwap","eulerswap","14","1633","13708","0.03","-88.43","0.00021885030639042896","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-02T09:07:09.279Z"
"Unichain","Curve DEX","curve-dex","0","274.09","1743.09","153",,"8.777515790923017","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-02T09:07:09.279Z"
"Unichain","1inch Aqua","1inch-aqua","0","0.3","0.3","0",,"0","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-02T09:07:09.279Z"
"Mode","KIM Exchange V3","kim-exchange-v3","454","21975","240930","62.42000000000001","-94.69","0.02590794006557922","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-02T09:07:09.279Z"
"Mode","KIM Exchange V2","kim-exchange-v2","855","7531","31874.85","95.62","1282.38","0.2999857254230216","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-02T09:07:09.279Z"
"Mode","SupSwap V3","supswap-v3","1146","6871","22241.16","11.959999999999999","2983.96","0.053774173649216134","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-02T09:07:09.279Z"
"Mode","Velodrome V2","velodrome-v2","78.92","3317","11862","15.4","-87.65","0.12982633619962905","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-02T09:07:09.279Z"
"Mode","SwapMode V2","swapmode-v2","222","2462","9513.29","29.660000000000004","148.63","0.31177437038080413","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-02T09:07:09.279Z"
"Mode","Velodrome V3","velodrome-v3","2.87","286.19999999999993","4154.27","1.1300000000000001","38.65","0.02720092820158536","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-02T09:07:09.279Z"
"Mode","MantisSwap","mantisswap","0","10","873",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-08-02T09:07:09.279Z"
"Zora","Uniswap V2","uniswap-v2","26.48","236.06999999999996","995.32","0.69","1076.89","0.06932443837157898","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-02T09:07:09.279Z"
"Zora","Uniswap V4","uniswap-v4","2.5","16.4","57.22999999999999","0","1462.5","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-02T09:07:09.279Z"
