network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","5730175","87283573","313657686","126483","31.67","0.04032517156298858","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-08-02T09:07:09.279Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2228250","23838326","95957299","221545","298.25","0.23087873700988604","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-02T09:07:09.279Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1223232","9282380","39833427","3464","40.5","0.008696213860785817","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-08-02T09:07:09.279Z"
"OP Mainnet","Uniswap V4","uniswap-v4","347886","6170411","22464412","24385","22.22","0.10854946926721251","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-02T09:07:09.279Z"
"OP Mainnet","Velodrome V2","velodrome-v2","323413","3871326","8895505","88427.74","163.51","0.9940721746545025","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-08-02T09:07:09.279Z"
"OP Mainnet","Solidly V3","solidly-v3","128587","1448330","6203773","1.51","142.36","0.000024340026625732436","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-08-02T09:07:09.279Z"
"OP Mainnet","Curve DEX","curve-dex","26344","564670","2290707","399.69","10.38","0.01744832490580419","Watch","Improve fee efficiency","https://defillama.com/protocol/curve-dex","2026-08-02T09:07:09.279Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","49322","384475","1441307","331.27","550.86","0.022983999938944306","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-08-02T09:07:09.279Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","303","27559","1376058",,"-98.49",,"At risk","Monitor incentives","https://defillama.com/protocol/swaap-maker-v2","2026-08-02T09:07:09.279Z"
"OP Mainnet","Beets DEX","beets-dex","0","49727","379378","61.290000000000006",,"0.016155391192952676","At risk","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-08-02T09:07:09.279Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","380218274","3090449089","11263086312","4894863","85.03","0.04345934022351297","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-08-02T09:07:09.279Z"
"Base","Uniswap V4","uniswap-v4","17053732","368133624","3554184883","4123435","-15.57","0.11601633386385657","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-02T09:07:09.279Z"
"Base","Uniswap V3","uniswap-v3","69297201","915060637","2983082977","6882000","128.27","0.23070092428072608","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-02T09:07:09.279Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","49461950","707425832","2485777197","335691","32.88","0.013504468558370156","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-02T09:07:09.279Z"
"Base","Tristero Spot","tristero-spot","40","121543210.22","473209083.22",,,,"At risk","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-08-02T09:07:09.279Z"
"Base","Metric V2","metric-v2","13032353","76015733","221840262",,"252.3",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-08-02T09:07:09.279Z"
"Base","Aerodrome V1","aerodrome-v1","3367601","48173804","203532959","967857","-14.7","0.47552838850045903","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-v1","2026-08-02T09:07:09.279Z"
"Unichain","Uniswap V3","uniswap-v3","2441643","30731050","115297439","349237","100.65","0.30290091699261423","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-02T09:07:09.279Z"
"Unichain","Uniswap V4","uniswap-v4","1793209","22939294","100165400","67067","129.4","0.06695625435529634","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-02T09:07:09.279Z"
