network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Unichain","Curve DEX","curve-dex","0","1","1914","233",,"12.173458725182863","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-26T09:10:03.190Z"
"Mode","KIM Exchange V3","kim-exchange-v3","8557","43483","235366","64.96","3178.54","0.027599568331874613","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-26T09:10:03.190Z"
"Mode","KIM Exchange V2","kim-exchange-v2","46.55","5133.85","30587.85","94.19","22.5","0.3079327249218235","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-07-26T09:10:03.190Z"
"Mode","SupSwap V3","supswap-v3","51.19","3473.16","18876.16","9.01","-47.23","0.04773216586424357","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-07-26T09:10:03.190Z"
"Mode","Velodrome V3","velodrome-v3","4.22","198.07","10261.07","5","-95.09","0.04872786171422669","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-07-26T09:10:03.190Z"
"Mode","SwapMode V2","swapmode-v2","53.9","1495.29","8982.29","29.26","-39.44","0.3257521188917303","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-07-26T09:10:03.190Z"
"Mode","Velodrome V2","velodrome-v2","774","2697","8545","8.44","469.12","0.09877121123464012","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-07-26T09:10:03.190Z"
"Mode","MantisSwap","mantisswap","0","31","1353",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-07-26T09:10:03.190Z"
"Zora","Uniswap V2","uniswap-v2","2.25","144.25","1170.25","0.01","-81.25","0.0008545182653279214","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-07-26T09:10:03.190Z"
"Zora","Uniswap V4","uniswap-v4","0.16","11.16","68.16","0",,"0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-07-26T09:10:03.190Z"
