network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","4762061","68567996","295688830","122134","13.26","0.0413049082713067","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-26T09:10:03.190Z"
"OP Mainnet","Uniswap V3","uniswap-v3","712351","17745231","108234156","251283","-11.85","0.23216608258117707","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-26T09:10:03.190Z"
"OP Mainnet","WOOFi Swap","woofi-swap","870656","9502932","38814069","3766","-7.07","0.009702667349821016","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-26T09:10:03.190Z"
"OP Mainnet","Uniswap V4","uniswap-v4","301799","5468566","20473294","25699","-21.15","0.12552450035641555","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-26T09:10:03.190Z"
"OP Mainnet","Solidly V3","solidly-v3","52169","1296273","5714025","0.05","-53.66","8.750399236965187e-7","At risk","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-07-26T09:10:03.190Z"
"OP Mainnet","Velodrome V2","velodrome-v2","133325","1415207","5024179","88495.74","-6.05","1.7613970362122848","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-26T09:10:03.190Z"
"OP Mainnet","Curve DEX","curve-dex","5926","485031","2910747","435.75","-76.69","0.014970383891145468","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-26T09:10:03.190Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","26389","341607","1566590","355.81","94.97","0.02271238805303238","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-07-26T09:10:03.190Z"
"OP Mainnet","Velodrome V1","velodrome-v1","1627","39362","435402","172.75","-51.29","0.03967597760230775","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-26T09:10:03.190Z"
"OP Mainnet","Beets DEX","beets-dex","2965","80371","420897","51.21","-75.97","0.01216687218012958","At risk","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-07-26T09:10:03.190Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","209486810","2296047420","11271844804","5224683","-1.43","0.046351622922859395","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-26T09:10:03.190Z"
"Base","Uniswap V4","uniswap-v4","92425403","994058287","4853218217","3877132","55.96","0.07988785640050275","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-26T09:10:03.190Z"
"Base","Uniswap V3","uniswap-v3","35261609","597934291","2804136805","7219619","-14.91","0.2574631518379147","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-26T09:10:03.190Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","37221723","576063024","2404710145","332763","10.01","0.01383796715341757","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-26T09:10:03.190Z"
"Base","Tristero Spot","tristero-spot","0","63927414","441049402",,"-100",,"At risk","Monitor incentives","https://defillama.com/protocol/tristero-spot","2026-07-26T09:10:03.190Z"
"Base","Metric","metric","3528370","39190337","213743562",,"-13.3",,"Watch","Rebalance liquidity","https://defillama.com/protocol/metric","2026-07-26T09:10:03.190Z"
"Base","Aerodrome V1","aerodrome-v1","4230531","37137028","209929261","1060532","-26.31","0.505185411003757","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-v1","2026-07-26T09:10:03.190Z"
"Unichain","Uniswap V3","uniswap-v3","1218159","23712691","124543937","384199","-54.4","0.30848470768994557","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-26T09:10:03.190Z"
"Unichain","Uniswap V4","uniswap-v4","731158","19524238","107717880","75128","-44.12","0.06974515280100202","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-26T09:10:03.190Z"
"Unichain","Velodrome V3","velodrome-v3","33472","1536333","6808716","1226.78","-43.58","0.01801778778847583","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-07-26T09:10:03.190Z"
"Unichain","EulerSwap","eulerswap","121","3180","14076","0","59.21","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-26T09:10:03.190Z"
