network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","8978498","64309300","302658043","124706","75.84","0.04120359689235154","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-06-22T19:56:18.493Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2060433","32203708","204985450","457550","-28.43","0.2232109644855281","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-06-22T19:56:18.493Z"
"OP Mainnet","Uniswap V4","uniswap-v4","514737","5464610","24919663","15885","22.86","0.06374484277736821","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-22T19:56:18.493Z"
"OP Mainnet","Velodrome V2","velodrome-v2","293817","2246343","11708524","26500","44.6","0.22633083384378766","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-06-22T19:56:18.493Z"
"OP Mainnet","Solidly V3","solidly-v3","65201","909068","6308098",,"-32.5",,"Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-06-22T19:56:18.493Z"
"OP Mainnet","WOOFi Swap","woofi-swap","0","4949945","5576450","1093",,"0.0196002833343794","At risk","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-06-22T19:56:18.493Z"
"OP Mainnet","Curve DEX","curve-dex","44726","475350","4121960","1282","-30.63","0.03110170889576803","Watch","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-06-22T19:56:18.493Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","21365","103344","1052214","449","688.96","0.042671927953819286","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-06-22T19:56:18.493Z"
"OP Mainnet","Beets DEX","beets-dex","3815","184222","778400","261","39.49","0.03353031860226105","Watch","Rebalance liquidity","https://defillama.com/protocol/beets-dex","2026-06-22T19:56:18.493Z"
"OP Mainnet","Balancer V2","balancer-v2","211391","177868","747400","256","6796.93","0.03425207385603425","Watch","Rebalance liquidity","https://defillama.com/protocol/balancer-v2","2026-06-22T19:56:18.493Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","492216739","2873905000","16677377937","7846304","69.71","0.047047587634219123","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-06-22T19:56:18.493Z"
"Base","Uniswap V4","uniswap-v4","292120216","1722728616","7017281864","10921239","88.17","0.15563346622896893","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-22T19:56:18.493Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","50757979","631024679","3757125649","561843","-20.91","0.014954064689040694","Watch","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-06-22T19:56:18.493Z"
"Base","Uniswap V3","uniswap-v3","38064211","624670008","3297918365","10461181","-30.19","0.31720557764624957","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-06-22T19:56:18.493Z"
"Base","Metric","metric","7817808","78374712","957538615",,"-25.45",,"Watch","Monitor incentives","https://defillama.com/protocol/metric","2026-06-22T19:56:18.493Z"
"Base","Tessera V","tessera-v","3753133","68250109","514049376",,"-77.01",,"At risk","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-06-22T19:56:18.493Z"
"Base","Aerodrome V1","aerodrome-v1","10466451","86166844","340976064","1538935","58.79","0.45133226712359487","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-v1","2026-06-22T19:56:18.493Z"
"Unichain","Uniswap V4","uniswap-v4","7870478","46214162","233259356","155747","136.12","0.06676988339108679","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-22T19:56:18.493Z"
"Unichain","Uniswap V3","uniswap-v3","2442592","43412197","72447338","348009","-24.7","0.4803613350155116","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-06-22T19:56:18.493Z"
"Unichain","Velodrome V3","velodrome-v3","516503","1424942","7594809","1265","409.22","0.016656113405880253","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-06-22T19:56:18.493Z"
"Unichain","EulerSwap","eulerswap","179","13297","34381","0","-86.07","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-06-22T19:56:18.493Z"
"Unichain","Curve DEX","curve-dex","0","2383","22989","316","-100","1.3745704467353952","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-06-22T19:56:18.493Z"
"Mode","KIM Exchange V3","kim-exchange-v3","1415","49469","125105","62","20.22","0.049558370968386556","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-06-22T19:56:18.493Z"
"Mode","Velodrome V3","velodrome-v3","1726","20033","107166","76","-36.82","0.07091801504208424","Watch","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-06-22T19:56:18.493Z"
"Mode","KIM Exchange V2","kim-exchange-v2","205","3959","19610","60","-14.94","0.3059663437021928","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-06-22T19:56:18.493Z"
"Mode","Velodrome V2","velodrome-v2","268","4109","12835","0","-26.58","0","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-06-22T19:56:18.493Z"
"Mode","SwapMode V2","swapmode-v2","194","2541","11791","34","55.2","0.2883555254007294","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-06-22T19:56:18.493Z"
"Mode","MantisSwap","mantisswap","0","163","3737",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-06-22T19:56:18.493Z"
"Mode","SupSwap V3","supswap-v3","18","346","3705","0","-41.94","0","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-06-22T19:56:18.493Z"
"Zora","Uniswap V2","uniswap-v2","7","372","1676","1","-81.08","0.05966587112171838","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-06-22T19:56:18.493Z"
"Zora","Uniswap V4","uniswap-v4","1","23","101","0","0","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-06-22T19:56:18.493Z"
