network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","11409457","63293845","312503955","125466","5.62","0.04014861187916806","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-08-11T08:08:15.579Z"
"OP Mainnet","Uniswap V3","uniswap-v3","1760218","14155485","84783626","198269","-38.87","0.23385293759434164","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-11T08:08:15.579Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1278547","8127293","39742914","2811","13.48","0.007072958968232676","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-08-11T08:08:15.579Z"
"OP Mainnet","Uniswap V4","uniswap-v4","530926","3332193","21535550","22727","-9.17","0.10553248001560211","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-11T08:08:15.579Z"
"OP Mainnet","Velodrome V2","velodrome-v2","885533","1955417","9489051","85569.73999999999","193.2","0.901773422863888","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-08-11T08:08:15.579Z"
"OP Mainnet","Solidly V3","solidly-v3","223987","1169376","6089569","2.9700000000000006","34.69","0.00004877192458119779","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-08-11T08:08:15.579Z"
"OP Mainnet","Curve DEX","curve-dex","22015","605829","2338134","436.69000000000005","-77.47","0.0186768594101108","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-11T08:08:15.579Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","50581","240082","1396961","306.01","20.6","0.021905407523903672","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-08-11T08:08:15.579Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","843","2112","1000150",,"241.3",,"At risk","Rebalance liquidity","https://defillama.com/protocol/swaap-maker-v2","2026-08-11T08:08:15.579Z"
"OP Mainnet","Beets DEX","beets-dex","4458","50874","318361","58.330000000000005","256.35","0.018321967828974026","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-08-11T08:08:15.579Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","308756246","2243502753","10401456363","4198650","-31.88","0.04036598196898094","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-slipstream","2026-08-11T08:08:15.579Z"
"Base","Uniswap V3","uniswap-v3","56423645","477675139","2958352852","6231789","-40.36","0.21065063269200585","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-11T08:08:15.579Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","97542148","607558072","2579929138","348809","8.58","0.013520100023770498","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-11T08:08:15.579Z"
"Base","Uniswap V4","uniswap-v4","11802698","127633596","2308561976","2686631","-59.31","0.11637681933300628","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-11T08:08:15.579Z"
"Base","Tristero Spot","tristero-spot","0","63934651","424258016.22",,,,"At risk","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-08-11T08:08:15.579Z"
"Base","Metric V2","metric-v2","8135001","79943348","281394339",,"-67.4",,"At risk","Monitor incentives","https://defillama.com/protocol/metric-v2","2026-08-11T08:08:15.579Z"
"Base","Tessera V","tessera-v","6973516","51350292","207645486",,"-4.28",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-08-11T08:08:15.579Z"
"Unichain","Uniswap V3","uniswap-v3","2447670","20411904","111282781","335762","-39.43","0.30171963441495947","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-11T08:08:15.579Z"
"Unichain","Uniswap V4","uniswap-v4","1676351","14105856","87382513","60860","-41.97","0.06964780241557027","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-11T08:08:15.579Z"
"Unichain","Velodrome V3","velodrome-v3","164526","1182958","6471864","1158.1999999999998","-36.72","0.017895926119584713","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-11T08:08:15.579Z"
"Unichain","EulerSwap","eulerswap","276","2065","12093","0.060000000000000005","-50.54","0.0004961548002976929","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-11T08:08:15.579Z"
"Unichain","Curve DEX","curve-dex","0","1.37","370.46","1.04",,"0.28073206284079255","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-11T08:08:15.579Z"
"Unichain","1inch Aqua","1inch-aqua","0","4.43","6.46","0.03","-100","0.46439628482972134","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-11T08:08:15.579Z"
"Mode","KIM Exchange V3","kim-exchange-v3","426","2260.56","242010.56","56.34000000000001","-94.82","0.02327997588204416","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-11T08:08:15.579Z"
"Mode","KIM Exchange V2","kim-exchange-v2","503","1623.6499999999999","26901.5","80.02","13.03","0.2974555322193929","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-11T08:08:15.579Z"
"Mode","SupSwap V3","supswap-v3","401","1676.2800000000002","19874.44","11.08","-20.44","0.05574999849052351","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-11T08:08:15.579Z"
"Mode","Velodrome V2","velodrome-v2","169","1134.58","12721.58","17.51","-34.5","0.13764013589506965","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-11T08:08:15.579Z"
"Mode","SwapMode V2","swapmode-v2","53.77","530.4300000000001","8165.72","25.15","-67.99","0.3079948859377985","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-11T08:08:15.579Z"
"Mode","Velodrome V3","velodrome-v3","1625","2075.03","3266.7000000000007","1.4","3848.01","0.04285670554382097","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-11T08:08:15.579Z"
"Mode","MantisSwap","mantisswap","0","0","688",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-08-11T08:08:15.579Z"
"Zora","Uniswap V2","uniswap-v2","22","90.85","794.5500000000002","1.08","8","0.13592599584670567","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-11T08:08:15.579Z"
"Zora","Uniswap V4","uniswap-v4","1.66","9.27","53.999999999999986","0","17.73","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-11T08:08:15.579Z"
