network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","10073398","69273961","301086929","133152","-11.78","0.044223772995472685","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-04T11:53:46.443Z"
"OP Mainnet","Uniswap V3","uniswap-v3","4320454","32301605","190140093","436161","-47.95","0.2293892850888634","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-04T11:53:46.443Z"
"OP Mainnet","Uniswap V4","uniswap-v4","639351","3668287","24842677","26556","-40.02","0.10689669233311691","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-04T11:53:46.443Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1398750","7973225","21278607","2969","-17.16","0.013952981038655398","Watch","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-04T11:53:46.443Z"
"OP Mainnet","Velodrome V2","velodrome-v2","0",,"8932469","77806",,"0.8710469636110688","At risk","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-04T11:53:46.443Z"
"OP Mainnet","Solidly V3","solidly-v3","250419","912264","4509923",,"-4.86",,"Strong","Rebalance liquidity","https://defillama.com/protocol/solidly-v3","2026-07-04T11:53:46.443Z"
"OP Mainnet","Curve DEX","curve-dex","102324","1067889","4175050","1305","-56.73","0.031257110693285114","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-04T11:53:46.443Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","55424","367403","1248799","383","-71.98","0.03066946722410892","At risk","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-07-04T11:53:46.443Z"
"OP Mainnet","Beets DEX","beets-dex","20851","98639","986729","153","54.93","0.01550577716880724","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-07-04T11:53:46.443Z"
"OP Mainnet","Velodrome V1","velodrome-v1","16550","208393","843066","311","-56.32","0.03688916407493601","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-04T11:53:46.443Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","344852303","2913377669","14822323899","7151580","-37.92","0.0482487095055485","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-slipstream","2026-07-04T11:53:46.443Z"
"Base","Uniswap V4","uniswap-v4","35379225","853325642","5673427084","5262475","-51.68","0.09275654594805752","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-04T11:53:46.443Z"
"Base","Uniswap V3","uniswap-v3","72216730","624472726","3462572136","10501269","-62.08","0.30327942891988896","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-04T11:53:46.443Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","107291221","512973778","3201955197","472954","-15.04","0.014770787562646838","Watch","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-04T11:53:46.443Z"
"Base","Metric","metric","7313897","55782414","536787058",,"-62.79",,"At risk","Monitor incentives","https://defillama.com/protocol/metric","2026-07-04T11:53:46.443Z"
"Base","Tessera V","tessera-v","7045362","62442090","406612351",,"-52.57",,"At risk","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-07-04T11:53:46.443Z"
"Base","Aerodrome V1","aerodrome-v1","8921722","52783820","310836173","1389299","-10.07","0.4469553805759923","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-v1","2026-07-04T11:53:46.443Z"
"Unichain","Uniswap V4","uniswap-v4","4749521","29886022","203679575","139369","-19.16","0.06842561410489982","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-04T11:53:46.443Z"
"Unichain","Uniswap V3","uniswap-v3","4336345","35821276","133294109","523511","-50.77","0.3927487898208615","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-04T11:53:46.443Z"
"Unichain","Velodrome V3","velodrome-v3","139664","1620640","7756085","1335","-43.76","0.017212292026196205","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-07-04T11:53:46.443Z"
"Unichain","EulerSwap","eulerswap","261","1660","35361","0","-56.64","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-04T11:53:46.443Z"
"Unichain","Curve DEX","curve-dex","0","1374","19487","268","-100","1.3752758249089136","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-04T11:53:46.443Z"
"Mode","KIM Exchange V3","kim-exchange-v3","1328","14107","105582","101","-61.42","0.09566024511753898","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-04T11:53:46.443Z"
"Mode","Velodrome V3","velodrome-v3","610","4018","73745","54","-80.19","0.0732253034104007","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-07-04T11:53:46.443Z"
"Mode","KIM Exchange V2","kim-exchange-v2","1440","7446","23669","73","108.09","0.308420296590477","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-07-04T11:53:46.443Z"
"Mode","SwapMode V2","swapmode-v2","314","2041","11131","34","22.66","0.3054532387027221","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-07-04T11:53:46.443Z"
"Mode","Velodrome V2","velodrome-v2","0",,"7323","0",,"0","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-07-04T11:53:46.443Z"
"Mode","SupSwap V3","supswap-v3","1393","5266","6312","2","2928.26","0.03168567807351077","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-07-04T11:53:46.443Z"
"Mode","MantisSwap","mantisswap","74","509","2278",,"34.55",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-07-04T11:53:46.443Z"
"Zora","Uniswap V2","uniswap-v2","56","340","2283","1","-55.91","0.043802014892685065","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-07-04T11:53:46.443Z"
"Zora","Uniswap V4","uniswap-v4","2","22","113","0","-71.43","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-07-04T11:53:46.443Z"
