network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","4703929","116062624","380519819","162775","-77.29","0.042777009730470834","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-30T12:35:16.871Z"
"OP Mainnet","Uniswap V3","uniswap-v3","901521","33429441","104819577","241671","-89.61","0.23055903001783723","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-30T12:35:16.871Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1312905","11319871","38466259","3239","-26.84","0.008420366534733726","Watch","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-08-30T12:35:16.871Z"
"OP Mainnet","Uniswap V4","uniswap-v4","222168","8758668","26603213","33023.89","-88.66","0.12413496820853932","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-30T12:35:16.871Z"
"OP Mainnet","Velodrome V2","velodrome-v2","327278","2385815","10791216","75701","-56.3","0.7015057431896461","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-08-30T12:35:16.871Z"
"OP Mainnet","Solidly V3","solidly-v3","87698","1629610","5855435","6.080000000000001","-68.34","0.00010383515486039894","At risk","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-08-30T12:35:16.871Z"
"OP Mainnet","Curve DEX","curve-dex","52400","1599500","4388870","1015.4100000000001","-84.07","0.02313602362339281","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-30T12:35:16.871Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","7837","510012","1715410","358.43","-91.01","0.020894713217248357","At risk","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-08-30T12:35:16.871Z"
"OP Mainnet","Balancer V2","balancer-v2","11614","55139","319176","88.21","-57.1","0.027636789733563923","At risk","Monitor incentives","https://defillama.com/protocol/balancer-v2","2026-08-30T12:35:16.871Z"
"OP Mainnet","Velodrome V1","velodrome-v1","3114","91299","293440","135.70000000000002","-89.59","0.04624454743729553","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-08-30T12:35:16.871Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","224720163","3481754982","12294368921","5531554","-65.32","0.04499258185226212","At risk","Monitor incentives","https://defillama.com/protocol/aerodrome-slipstream","2026-08-30T12:35:16.871Z"
"Base","Uniswap V3","uniswap-v3","39124511","1315083835","3777693454","7507563","-83.95","0.19873404476614265","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-30T12:35:16.871Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","40157091","1027726182","3537013041","451194","-79.22","0.01275635669899697","At risk","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-30T12:35:16.871Z"
