network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Base","Uniswap V4","uniswap-v4","47828316","436720889","1106361806","4820287","-17.64","0.4356881242518236","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-30T12:35:16.871Z"
"Base","Metric V2","metric-v2","44256321","265013210","593860529",,"77.11",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-08-30T12:35:16.871Z"
"Base","Tessera V","tessera-v","16395002","215420899","485524559",,"-42.28",,"Watch","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-08-30T12:35:16.871Z"
"Base","Hanji Protocol","hanji-protocol","8979181","108268212","249725095","24851","-61.46","0.009951342695454776","At risk","Monitor incentives","https://defillama.com/protocol/hanji-protocol","2026-08-30T12:35:16.871Z"
"Unichain","Uniswap V3","uniswap-v3","2445199","61522305","165753262","496211","-84.94","0.2993672607179218","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-30T12:35:16.871Z"
"Unichain","Uniswap V4","uniswap-v4","1466404","42704494","133506652","97497","-85.64","0.07302782186463638","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-30T12:35:16.871Z"
"Unichain","Velodrome V3","velodrome-v3","103549","2279599","7049334","1290.51","-60.11","0.018306835794700608","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-30T12:35:16.871Z"
"Unichain","EulerSwap","eulerswap","0.62","964.62","17721.62","0.25","-99.92","0.001410706244688691","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-30T12:35:16.871Z"
"Unichain","1inch Aqua","1inch-aqua","0","1.34","9.86","0.06",,"0.6085192697768762","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-30T12:35:16.871Z"
"Unichain","Curve DEX","curve-dex","0","3.54","5.960000000000001","0.16","-100","2.6845637583892614","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-30T12:35:16.871Z"
"Mode","MantisSwap","mantisswap","0","70604.8","72052.8",,"-100",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-08-30T12:35:16.871Z"
"Mode","KIM Exchange V3","kim-exchange-v3","3892","7405","46512.56","79.88","123.68","0.17173855835929047","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-30T12:35:16.871Z"
"Mode","KIM Exchange V2","kim-exchange-v2","1405","4248.360000000001","20284.28","60.97999999999999","133.78","0.3006268893941515","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-30T12:35:16.871Z"
"Mode","SupSwap V3","supswap-v3","1087","7089","17341.059999999998","10.159999999999998","32.72","0.05858926732275881","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-30T12:35:16.871Z"
"Mode","Velodrome V3","velodrome-v3","6.54","74.01","11880.829999999998","7.519999999999999","-24.22","0.06329524115739389","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-30T12:35:16.871Z"
"Mode","Velodrome V2","velodrome-v2","183","2934","10902.29","29.709999999999997","-92.23","0.2725115549118579","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-30T12:35:16.871Z"
"Mode","SwapMode V2","swapmode-v2","625","1526.3","7354.400000000001","19.050000000000004","36.17","0.2590286087240292","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-30T12:35:16.871Z"
"Zora","Uniswap V2","uniswap-v2","0.85","82.60999999999999","976.61","1.7300000000000002","-98.62","0.17714338374581462","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-30T12:35:16.871Z"
"Zora","Uniswap V4","uniswap-v4","0.26","5.710000000000001","66.00999999999998","0.08","-88.94","0.1211937585214362","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-30T12:35:16.871Z"
