network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","12239504","65538094","285387634","130582","-4.9","0.04575601197913151","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-14T12:00:05.966Z"
"OP Mainnet","Uniswap V3","uniswap-v3","3054087","22072782","133062904","308676","-47.53","0.23197750140790552","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-14T12:00:05.966Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1140745","7693239","32395633","3910","-19.49","0.012069528013235612","Watch","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-14T12:00:05.966Z"
"OP Mainnet","Uniswap V4","uniswap-v4","711274","4797999","20971416","29507","-21.45","0.1407010380224206","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-14T12:00:05.966Z"
"OP Mainnet","Velodrome V2","velodrome-v2","218929","1815608","5674576","98181","-40","1.7301909429004034","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-07-14T12:00:05.966Z"
"OP Mainnet","Solidly V3","solidly-v3","132338","1696904","4621922","0","-17.32","0","Watch","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-07-14T12:00:05.966Z"
"OP Mainnet","Curve DEX","curve-dex","35385","520721","3014397","458","-55.3","0.015193751851531169","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-14T12:00:05.966Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","55030","326098","1226593","344","-29.13","0.02804516249481287","Watch","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-07-14T12:00:05.966Z"
"OP Mainnet","Beets DEX","beets-dex","20587","94562","772230","84","51.1","0.010877588283283477","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-07-14T12:00:05.966Z"
"OP Mainnet","Velodrome V1","velodrome-v1","7277","71557","650705","241","-52.19","0.03703675244542458","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-14T12:00:05.966Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","379296420","2673734210","12367110997","6079684","-16.38","0.04916009892265706","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-14T12:00:05.966Z"
"Base","Uniswap V4","uniswap-v4","482354817","1619504312","5461571925","5112791","722.76","0.0936139095156199","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-14T12:00:05.966Z"
"Base","Uniswap V3","uniswap-v3","102639336","605555553","2791711471","7892657","-11.87","0.28271750436920423","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-14T12:00:05.966Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","106356510","561462114","2599243087","383374","3.05","0.014749447711044349","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-14T12:00:05.966Z"
"Base","Tristero Spot","tristero-spot","31958681","95896440","297393389",,"-0.06",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-07-14T12:00:05.966Z"
"Base","Tessera V","tessera-v","5517170","37475548","295185774",,"-59.1",,"At risk","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-07-14T12:00:05.966Z"
"Base","Metric","metric","6521039","46069883","291075549",,"-3.65",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-07-14T12:00:05.966Z"
"Unichain","Uniswap V3","uniswap-v3","4908724","24454223","148331190","452496","1.2","0.30505789106121245","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-14T12:00:05.966Z"
"Unichain","Uniswap V4","uniswap-v4","4873409","24107081","145875544","97000","5.11","0.06649503908619528","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-14T12:00:05.966Z"
"Unichain","Velodrome V3","velodrome-v3","260357","1638999","6870327","1259","-13.53","0.018325183066249976","Watch","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-07-14T12:00:05.966Z"
"Unichain","EulerSwap","eulerswap","1042","4276","23258","0","64.87","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-14T12:00:05.966Z"
"Unichain","Curve DEX","curve-dex","0","0","5393","1124",,"20.841832004450215","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-14T12:00:05.966Z"
