network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","14954777","99120989","417993174","176928","-22.77","0.0423279639489998","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-09-05T11:07:00.368Z"
"OP Mainnet","Uniswap V3","uniswap-v3","3791645","25729142","114272086","266504","-16.82","0.23321881076013612","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-05T11:07:00.368Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1618763","10532374","40262011","3079","-4.14","0.007647407378632925","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-09-05T11:07:00.368Z"
"OP Mainnet","Uniswap V4","uniswap-v4","871633","6108762","29007970","41199.89","-31.67","0.14202955256779431","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-05T11:07:00.368Z"
"OP Mainnet","Velodrome V2","velodrome-v2","340212","3191379","11659053","81554","3.95","0.699490773393002","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-09-05T11:07:00.368Z"
"OP Mainnet","Solidly V3","solidly-v3","240922","1650540","6449606","6.63","-17.22","0.0001027969770556527","Watch","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-09-05T11:07:00.368Z"
"OP Mainnet","Curve DEX","curve-dex","23735","1289827","5040398","1263.06","-87.41","0.025058735441129847","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-09-05T11:07:00.368Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","190020","677035","2111597","435.12","75.2","0.020606204687731607","Strong","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-09-05T11:07:00.368Z"
"OP Mainnet","Velodrome V1","velodrome-v1","16760","107023","359380","166.02","8.83","0.04619622683510491","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-05T11:07:00.368Z"
"OP Mainnet","Beets DEX","beets-dex","11452","86796","342105","88.75000000000001","42.88","0.025942327647944352","Watch","Rebalance liquidity","https://defillama.com/protocol/beets-dex","2026-09-05T11:07:00.368Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","468157377","2857613318","12684718518","6028333","-10.67","0.04752437345334556","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-09-05T11:07:00.368Z"
"Base","Uniswap V3","uniswap-v3","141576665","916062343","4011793701","8207939","-30.1","0.20459524122474312","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-05T11:07:00.368Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","110391177","662390549","3596295129","451469","-28.86","0.012553724981006698","Watch","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-05T11:07:00.368Z"
"Base","Uniswap V4","uniswap-v4","61160873","358053918","1301810388","5542660","12.35","0.42576553783038334","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-05T11:07:00.368Z"
