network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","8365962","60117274","303673097","128123","-18.47","0.04219109340462912","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-06-24T15:40:03.699Z"
"OP Mainnet","Uniswap V3","uniswap-v3","4519130","28570163","201596544","451238","-19.82","0.2238322101394754","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-06-24T15:40:03.699Z"
"OP Mainnet","Uniswap V4","uniswap-v4","587424","4393341","24846092","16352","-11.93","0.06581316691574675","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-06-24T15:40:03.699Z"
"OP Mainnet","Velodrome V2","velodrome-v2","178673","2312491","12009012","35160","-56","0.29278012212828164","At risk","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-06-24T15:40:03.699Z"
"OP Mainnet","Solidly V3","solidly-v3","77175","692514","6254303",,"-36.2",,"Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-06-24T15:40:03.699Z"
"OP Mainnet","WOOFi Swap","woofi-swap","0","3005902","5576450","1171",,"0.02099902267571663","At risk","Rebalance liquidity","https://defillama.com/protocol/woofi-swap","2026-06-24T15:40:03.699Z"
"OP Mainnet","Curve DEX","curve-dex","73067","435449","4038213","1286","15.44","0.03184576940344652","Watch","Rebalance liquidity","https://defillama.com/protocol/curve-dex","2026-06-24T15:40:03.699Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","13486","102401","1024624","429","-22.49","0.0418690173175721","Watch","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-06-24T15:40:03.699Z"
"OP Mainnet","Beets DEX","beets-dex","40926","411596","1005859","267","910.27","0.02654447591561044","Watch","Rebalance liquidity","https://defillama.com/protocol/beets-dex","2026-06-24T15:40:03.699Z"
"OP Mainnet","Balancer V2","balancer-v2","24057","366187","938302","263","362.01","0.028029355154310657","Watch","Rebalance liquidity","https://defillama.com/protocol/balancer-v2","2026-06-24T15:40:03.699Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","417896893","2808671298","16471297812","7892148","-18.16","0.04791454862925406","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-06-24T15:40:03.699Z"
"Base","Uniswap V4","uniswap-v4","86503180","1679014527","7095819449","9656025","-61.64","0.1360804776587263","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-06-24T15:40:03.699Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","94835261","600841971","3706415713","552152","-11.92","0.01489719564007255","Watch","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-06-24T15:40:03.699Z"
"Base","Uniswap V3","uniswap-v3","88431998","588471690","3304392337","10433705","-27.37","0.3157526085256746","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-06-24T15:40:03.699Z"
"Base","Metric","metric","11530870","71392195","914229102",,"26.06",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-06-24T15:40:03.699Z"
"Base","Tessera V","tessera-v","8570955","56532306","458371044",,"9.76",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-06-24T15:40:03.699Z"
"Base","Aerodrome V1","aerodrome-v1","7517838","78567377","340306452","1590308","-54.87","0.46731644100594366","At risk","Monitor incentives","https://defillama.com/protocol/aerodrome-v1","2026-06-24T15:40:03.699Z"
"Unichain","Uniswap V4","uniswap-v4","4093440","43091094","233254467","156178","-54.94","0.06695605962392995","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-06-24T15:40:03.699Z"
"Unichain","Uniswap V3","uniswap-v3","6426721","35820359","78635391","367037","-26.68","0.46675802756547624","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-06-24T15:40:03.699Z"
"Unichain","Velodrome V3","velodrome-v3","186128","1764162","7901597","1331","-10.86","0.01684469607852691","Watch","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-06-24T15:40:03.699Z"
"Unichain","EulerSwap","eulerswap","112","4828","34448","0","-96.96","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-06-24T15:40:03.699Z"
"Unichain","Curve DEX","curve-dex","0","1207","22930","312",,"1.360662887047536","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-06-24T15:40:03.699Z"
"Mode","KIM Exchange V3","kim-exchange-v3","120","32849","121521","70","-99.31","0.05760321261345776","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-06-24T15:40:03.699Z"
