network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Unichain","EulerSwap","eulerswap","68","1596","10818","0.060000000000000005","-86.74","0.0005546311702717693","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-13T08:18:08.047Z"
"Unichain","Curve DEX","curve-dex","0","1.3800000000000001","370.47999999999996","1.04","-100","0.2807169077952926","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-13T08:18:08.047Z"
"Unichain","1inch Aqua","1inch-aqua","0","6.1899999999999995","8.82","0.04",,"0.45351473922902497","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-13T08:18:08.047Z"
"Mode","KIM Exchange V3","kim-exchange-v3","550","4009","240421.56","60.91000000000001","42.12","0.02533466632526634","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-13T08:18:08.047Z"
"Mode","KIM Exchange V2","kim-exchange-v2","241","1578.4099999999999","23615.5","70.47000000000001","-71.68","0.2984057081154327","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-13T08:18:08.047Z"
"Mode","SupSwap V3","supswap-v3","222","1634.08","18430.44","10.59","-71.47","0.05745929017429861","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-13T08:18:08.047Z"
"Mode","Velodrome V2","velodrome-v2","5.93","1104.37","12747.53","18.19","-97.75","0.14269431019185677","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-13T08:18:08.047Z"
"Mode","Velodrome V3","velodrome-v3","4135","7354.1900000000005","8160.7","4.71","84115.89","0.057715637138970925","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-13T08:18:08.047Z"
"Mode","SwapMode V2","swapmode-v2","141","672.75","7616.72","23.099999999999998","-14.02","0.3032801520864624","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-13T08:18:08.047Z"
"Mode","MantisSwap","mantisswap","0","0","506",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-08-13T08:18:08.047Z"
"Zora","Uniswap V2","uniswap-v2","15.5","70.25999999999999","766.3800000000001","1.1800000000000002","-67.16","0.15397061509955895","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-13T08:18:08.047Z"
"Zora","Uniswap V4","uniswap-v4","0.75","5.8","52.329999999999984","0","-76.27","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-13T08:18:08.047Z"
