network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","9504259","60055843","309219253","126199","-13.57","0.040812141797651906","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-08-13T08:18:08.047Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2141823","12744049","81762131","190575","-30.95","0.23308467828462054","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-13T08:18:08.047Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1097286","8006704","39803411","2860","-21.05","0.00718531384157001","Watch","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-08-13T08:18:08.047Z"
"OP Mainnet","Uniswap V4","uniswap-v4","575224","3060654","20705656","22462","-16.46","0.10848243591026528","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-13T08:18:08.047Z"
"OP Mainnet","Velodrome V2","velodrome-v2","324824","1994662","9342959","76820.74","82.12","0.8222313723093508","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-08-13T08:18:08.047Z"
"OP Mainnet","Solidly V3","solidly-v3","186431","1153709","5691650","3.3000000000000007","9.59","0.00005797967197561341","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-08-13T08:18:08.047Z"
"OP Mainnet","Curve DEX","curve-dex","18040","570316","2330071","464.69","-83.39","0.01994316911373087","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-13T08:18:08.047Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","18043","197343","1344040","292.15000000000003","-65.62","0.021736704264754027","At risk","Monitor incentives","https://defillama.com/protocol/sushiswap-v3","2026-08-13T08:18:08.047Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","2747","4320","773646",,"18213.33",,"Watch","Rebalance liquidity","https://defillama.com/protocol/swaap-maker-v2","2026-08-13T08:18:08.047Z"
"OP Mainnet","Beets DEX","beets-dex","2199","50186","294916","56.84","-8.3","0.019273284596291827","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-08-13T08:18:08.047Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","378757851","2138804788","10416611998","4223327","-1.68","0.040544151983494085","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-08-13T08:18:08.047Z"
"Base","Uniswap V3","uniswap-v3","103501855","447029083","2886566718","5998164","4.66","0.2077957859971418","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-08-13T08:18:08.047Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","108378843","548644191","2586013297","355223","-14.01","0.013736317613373818","Watch","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-13T08:18:08.047Z"
"Base","Uniswap V4","uniswap-v4","39721854","122737359","1954453529","2586063","155.22","0.13231642306292973","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-08-13T08:18:08.047Z"
"Base","Tristero Spot","tristero-spot","0",,"392303119.22",,,,"At risk","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-08-13T08:18:08.047Z"
"Base","Metric V2","metric-v2","10725480","62361541","289146628",,"-38.08",,"Watch","Monitor incentives","https://defillama.com/protocol/metric-v2","2026-08-13T08:18:08.047Z"
"Base","Tessera V","tessera-v","4287467","36794946","211185926",,"-65.15",,"At risk","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-08-13T08:18:08.047Z"
"Unichain","Uniswap V3","uniswap-v3","3042218","15635700","107700366","325917","-52.72","0.3026145705020167","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-13T08:18:08.047Z"
"Unichain","Uniswap V4","uniswap-v4","2066745","11246911","82681085","57767","-45.2","0.06986724956500028","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-13T08:18:08.047Z"
"Unichain","Velodrome V3","velodrome-v3","144277","1018644","6345884","1132.2399999999998","-45.3","0.017842116244167084","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-13T08:18:08.047Z"
