network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Unichain","Uniswap V3","uniswap-v3","8241335","52769279","202036577","604034","-12.95","0.2989725964323777","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-25T12:32:50.796Z"
"Unichain","Uniswap V4","uniswap-v4","4156496","40815544","138847644","120832","1.54","0.08702488318779107","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-25T12:32:50.796Z"
"Unichain","Velodrome V3","velodrome-v3","290244","2683819","9285639","1791.4099999999999","-4.45","0.019292264108048997","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-09-25T12:32:50.796Z"
"Unichain","EulerSwap","eulerswap","2062","9825","26211.53","0.4600000000000001","828.83","0.0017549528776076792","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-09-25T12:32:50.796Z"
"Unichain","Curve DEX","curve-dex","9578","24375.75","24398.85","150.44","53111.11","0.6165864374755368","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-09-25T12:32:50.796Z"
"Unichain","1inch Aqua","1inch-aqua","0","0.5","1.18","0",,"0","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-09-25T12:32:50.796Z"
"Mode","KIM Exchange V3","kim-exchange-v3","1031","25906","148277.2","166.12","274.91","0.11203340769855379","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-09-25T12:32:50.796Z"
"Mode","MantisSwap","mantisswap","2.2","42.5","100475.82999999999",,"-76.92",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-09-25T12:32:50.796Z"
"Mode","SupSwap V3","supswap-v3","1051","9386","39345.68","19.820000000000004","690.23","0.05037401818954458","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-09-25T12:32:50.796Z"
"Mode","KIM Exchange V2","kim-exchange-v2","1086","5939","32494.730000000003","93.91000000000001","1008.5","0.289000708730308","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-09-25T12:32:50.796Z"
"Mode","Velodrome V2","velodrome-v2","886","15490.17","22839.02","63.36","881.28","0.27741995935026986","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-09-25T12:32:50.796Z"
"Mode","SwapMode V2","swapmode-v2","231","2817","18249.71","51.71","881.31","0.28334696825319416","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-09-25T12:32:50.796Z"
"Mode","Balancer V2","balancer-v2","94","1305.17","1670.75","4.340000000000001","2165.06","0.25976357923088433","At risk","Grow TVL","https://defillama.com/protocol/balancer-v2","2026-09-25T12:32:50.796Z"
"Zora","Uniswap V2","uniswap-v2","0","89.17","267.13","0.7500000000000001",,"0.2807621757196871","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-09-25T12:32:50.796Z"
"Zora","Uniswap V4","uniswap-v4","0","4.93","31.19","0.09",,"0.28855402372555305","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-09-25T12:32:50.796Z"
