network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","10476736","70172507","305503077","128275","-4.71","0.041988120466622994","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-24T09:19:21.370Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2946944","19513841","120115637","281530","-6.96","0.23438247261678347","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-24T09:19:21.370Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1399889","10480666","41190328","4298","4.16","0.010434488407084304","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-24T09:19:21.370Z"
"OP Mainnet","Uniswap V4","uniswap-v4","858657","5597805","22253510","29813","23.94","0.13396987711152084","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-24T09:19:21.370Z"
"OP Mainnet","Solidly V3","solidly-v3","233416","1455594","5655321","0","-10.09","0","Watch","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-07-24T09:19:21.370Z"
"OP Mainnet","Velodrome V2","velodrome-v2","280410","1489570","4717264","93075","1.3","1.9730716788375635","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-24T09:19:21.370Z"
"OP Mainnet","Curve DEX","curve-dex","26941","501158","3122781","468","-59.19","0.014986641714548665","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-24T09:19:21.370Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","68590","367287","1642594","381","107.25","0.023195019584876117","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-07-24T09:19:21.370Z"
"OP Mainnet","Velodrome V1","velodrome-v1","5824","46659","540657","206","-29.02","0.0381017909691357","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-24T09:19:21.370Z"
"OP Mainnet","Beets DEX","beets-dex","10059","104483","500069","59","-32.18","0.011798371824688193","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-07-24T09:19:21.370Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","371434556","2362387015","11799693066","5688630","1.31","0.04820998282058195","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-24T09:19:21.370Z"
"Base","Uniswap V4","uniswap-v4","157337844","1052159500","4944851684","4032371","-12.07","0.0815468543383717","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-24T09:19:21.370Z"
"Base","Uniswap V3","uniswap-v3","88083923","672266927","2977296104","7850370","-26.01","0.26367447931876914","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-24T09:19:21.370Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","90891541","556468725","2514007894","350951","18.95","0.01395982092329898","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-24T09:19:21.370Z"
"Base","Tristero Spot","tristero-spot","48372546","63927678","441052572",,"51.29",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-07-24T09:19:21.370Z"
"Base","Tessera V","tessera-v","6017286","36981978","252613450",,"8.2",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-07-24T09:19:21.370Z"
"Base","Metric","metric","4453993","40778822","247631270",,"-22.65",,"Watch","Monitor incentives","https://defillama.com/protocol/metric","2026-07-24T09:19:21.370Z"
"Unichain","Uniswap V3","uniswap-v3","4767205","29724051","135524590","417139","17.92","0.3077958029609239","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-24T09:19:21.370Z"
"Unichain","Uniswap V4","uniswap-v4","3335066","21774100","116378123","77546","-1.11","0.0666327983310059","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-24T09:19:21.370Z"
"Unichain","Velodrome V3","velodrome-v3","156767","1555197","7073703","1275","-48.18","0.018024505693835322","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-07-24T09:19:21.370Z"
"Unichain","EulerSwap","eulerswap","778","3295","13717","0","-1.39","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-24T09:19:21.370Z"
"Unichain","Curve DEX","curve-dex","0","0","2068","263","-100","12.717601547388782","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-24T09:19:21.370Z"
"Mode","KIM Exchange V3","kim-exchange-v3","922","35776","233301","75","-82.32","0.032147311841783786","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-24T09:19:21.370Z"
"Mode","KIM Exchange V2","kim-exchange-v2","1410","6506","32050","99","174.85","0.3088923556942278","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-07-24T09:19:21.370Z"
"Mode","SupSwap V3","supswap-v3","1219","4779","18558","9","333.81","0.04849660523763337","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-07-24T09:19:21.370Z"
"Mode","Velodrome V3","velodrome-v3","35","288","12782","7","25","0.054764512595837894","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-07-24T09:19:21.370Z"
"Mode","SwapMode V2","swapmode-v2","195","1829","9444","30","54.76","0.3176620076238882","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-07-24T09:19:21.370Z"
"Mode","Velodrome V2","velodrome-v2","424","2310","7823","7","107.84","0.08947973923047424","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-07-24T09:19:21.370Z"
"Mode","MantisSwap","mantisswap","4","31","1453",,"-92.16",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-07-24T09:19:21.370Z"
"Zora","Uniswap V2","uniswap-v2","36","184","1401","0","80","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-07-24T09:19:21.370Z"
"Zora","Uniswap V4","uniswap-v4","3","12","78","0","200","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-07-24T09:19:21.370Z"
