network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","13287210","76411545","297667487","127613","-12.02","0.042870990475355475","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-21T09:25:45.859Z"
"OP Mainnet","Uniswap V3","uniswap-v3","3768577","22756813","122797526","287420","-24.68","0.23406009010311818","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-21T09:25:45.859Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1697981","11052481","38113824","4020","48.85","0.010547354156853954","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-21T09:25:45.859Z"
"OP Mainnet","Uniswap V4","uniswap-v4","1103463","5545009","20930612","28440","22.8","0.13587753669123484","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-21T09:25:45.859Z"
"OP Mainnet","Solidly V3","solidly-v3","255737","1599347","5233767","0","15.33","0","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-07-21T09:25:45.859Z"
"OP Mainnet","Velodrome V2","velodrome-v2","343658","1736224","5122776","96201","11.2","1.8779076032213782","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-21T09:25:45.859Z"
"OP Mainnet","Curve DEX","curve-dex","14149","471917","2996137","455","-84.79","0.015186221457830532","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-21T09:25:45.859Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","133570","403271","1535213","369","84.13","0.02403575269360017","Strong","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-07-21T09:25:45.859Z"
"OP Mainnet","Beets DEX","beets-dex","10507","134140","723228","69","-48.96","0.009540559823458162","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-07-21T09:25:45.859Z"
"OP Mainnet","Velodrome V1","velodrome-v1","8107","55630","582937","218","-36.29","0.03739683705100208","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-21T09:25:45.859Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","392862797","2468657686","11959090307","5799791","-5.68","0.04849692452447838","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-07-21T09:25:45.859Z"
"Base","Uniswap V4","uniswap-v4","147559533","1457898193","5209408549","4547678","-59.78","0.08729739580269576","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-21T09:25:45.859Z"
"Base","Uniswap V3","uniswap-v3","120057496","780874702","2931452246","7942306","-22.15","0.27093417642526385","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-21T09:25:45.859Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","114158797","513381773","2468178830","351246","7.34","0.014230978555147888","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-21T09:25:45.859Z"
"Base","Tristero Spot","tristero-spot","53","159839490","457230707",,"-100",,"At risk","Monitor incentives","https://defillama.com/protocol/tristero-spot","2026-07-21T09:25:45.859Z"
