network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Base","Metric","metric","6956577","46227986","256856494",,"14.51",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric","2026-07-21T09:25:45.859Z"
"Base","Tessera V","tessera-v","6421791","38476390","252838851",,"16.4",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-07-21T09:25:45.859Z"
"Unichain","Uniswap V3","uniswap-v3","2298117","26493300","130611211","403001","-60.22","0.308550083039962","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-21T09:25:45.859Z"
"Unichain","Uniswap V4","uniswap-v4","2979875","23844601","123303979","82445","-51.82","0.06686321128371697","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-07-21T09:25:45.859Z"
"Unichain","Velodrome V3","velodrome-v3","345178","1706980","7181629","1303","3.24","0.018143515907045604","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-07-21T09:25:45.859Z"
"Unichain","EulerSwap","eulerswap","178","3315","12170","0","-82.92","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-21T09:25:45.859Z"
"Unichain","Curve DEX","curve-dex","0","94","2938","445",,"15.146358066712049","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-21T09:25:45.859Z"
"Mode","KIM Exchange V3","kim-exchange-v3","16654","170652","212461","78","1011.01","0.036712620198530554","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-21T09:25:45.859Z"
"Mode","KIM Exchange V2","kim-exchange-v2","1372","8994","29789","92","-6.48","0.30883883312632177","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-07-21T09:25:45.859Z"
"Mode","Velodrome V3","velodrome-v3","50","278","17502","11","-63.77","0.06284996000457091","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-07-21T09:25:45.859Z"
"Mode","SupSwap V3","supswap-v3","1038","5982","16736","8","36.76","0.04780114722753346","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-07-21T09:25:45.859Z"
"Mode","SwapMode V2","swapmode-v2","350","2715","8964","29","47.06","0.32351628737170907","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-07-21T09:25:45.859Z"
"Mode","Velodrome V2","velodrome-v2","453","5093","6526","4","496.05","0.061293288384921846","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-07-21T09:25:45.859Z"
"Mode","MantisSwap","mantisswap","0","465","1564",,"-100",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-07-21T09:25:45.859Z"
"Zora","Uniswap V2","uniswap-v2","41","278","1480","0","-28.07","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-07-21T09:25:45.859Z"
"Zora","Uniswap V4","uniswap-v4","3","15","80","0","0","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-07-21T09:25:45.859Z"
