network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","11522214","78447739","312237483","123774","-28.12","0.03964098058015668","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-08-04T09:37:25.045Z"
"OP Mainnet","Uniswap V3","uniswap-v3","2902168","22397359","94083228","218047","-37.61","0.2317596925989827","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-04T09:37:25.045Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1126641","8757618","39392886","3096","-22.41","0.007859287080413453","Watch","Monitor incentives","https://defillama.com/protocol/woofi-swap","2026-08-04T09:37:25.045Z"
"OP Mainnet","Uniswap V4","uniswap-v4","603364","5359734","22466725","23481","-49.45","0.1045145654295408","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-04T09:37:25.045Z"
"OP Mainnet","Velodrome V2","velodrome-v2","319038","3818526","9394083","91675.74","-4.54","0.975888120213543","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-08-04T09:37:25.045Z"
"OP Mainnet","Solidly V3","solidly-v3","188821","1379584","6169019","1.81","-19.03","0.000029340159270055742","Watch","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-08-04T09:37:25.045Z"
"OP Mainnet","Curve DEX","curve-dex","26830","630187","2237915","394.69","-46.42","0.017636505407935512","Watch","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-08-04T09:37:25.045Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","47873","366391","1466618","324.89","-6.16","0.022152325963543336","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-08-04T09:37:25.045Z"
"OP Mainnet","Swaap Maker V2","swaap-maker-v2","247","2837","1347515",,"171.43",,"At risk","Rebalance liquidity","https://defillama.com/protocol/swaap-maker-v2","2026-08-04T09:37:25.045Z"
"OP Mainnet","Beets DEX","beets-dex","0","16051","353051","59.09",,"0.016736958683023134","At risk","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-08-04T09:37:25.045Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","460685288","2679356764","10899615737","4776259","1.36","0.043820434731349646","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-08-04T09:37:25.045Z"
"Base","Uniswap V4","uniswap-v4","26394705","350734509","3532515661","4053308","-37.96","0.11474281755491417","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-04T09:37:25.045Z"
"Base","Uniswap V3","uniswap-v3","96958006","870822048","3028999359","6833535","-34.3","0.22560371231825013","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-04T09:37:25.045Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","89833650","681311822","2528034498","341985","-33.72","0.013527703054311722","Watch","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-08-04T09:37:25.045Z"
"Base","Tristero Spot","tristero-spot","19098767","136564866.11","488215472.22",,"-40.25",,"Watch","Monitor incentives","https://defillama.com/protocol/tristero-spot","2026-08-04T09:37:25.045Z"
"Base","Metric V2","metric-v2","23607733","108428896","249125273",,"283.01",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-08-04T09:37:25.045Z"
"Base","Tessera V","tessera-v","7285473","58049287","201638728",,"-54.8",,"At risk","Monitor incentives","https://defillama.com/protocol/tessera-v","2026-08-04T09:37:25.045Z"
"Unichain","Uniswap V3","uniswap-v3","3630694","30204204","114795709","346907","-40.8","0.30219509337234896","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-08-04T09:37:25.045Z"
"Unichain","Uniswap V4","uniswap-v4","3052266","21684173","96274385","65416","-24","0.0679474607913621","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-08-04T09:37:25.045Z"
"Unichain","Velodrome V3","velodrome-v3","286967","1653129","6879869","1229.6399999999999","-3.24","0.017873014733274715","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-08-04T09:37:25.045Z"
"Unichain","EulerSwap","eulerswap","558","1877","13808","0.04","153.64","0.00028968713789107763","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-08-04T09:37:25.045Z"
"Unichain","Curve DEX","curve-dex","0","0.09","369.09","1","-100","0.2709366279227289","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-08-04T09:37:25.045Z"
"Unichain","1inch Aqua","1inch-aqua","1.73","2.03","2.03","0.02",,"0.9852216748768474","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-08-04T09:37:25.045Z"
"Mode","KIM Exchange V3","kim-exchange-v3","281","26801","247489","61.31000000000001","-83.29","0.02477281818585877","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-08-04T09:37:25.045Z"
"Mode","KIM Exchange V2","kim-exchange-v2","434","5086","29892.85","89.11000000000001","-77.47","0.2980980401667958","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-08-04T09:37:25.045Z"
"Mode","SupSwap V3","supswap-v3","490","5386","20276.16","10.55","-65.95","0.05203154837996939","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-08-04T09:37:25.045Z"
"Mode","Velodrome V2","velodrome-v2","93.5","2363","12416","16.53","-73.21","0.1331346649484536","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-08-04T09:37:25.045Z"
"Mode","SwapMode V2","swapmode-v2","140","1657","9208.29","28.480000000000004","-83.01","0.30928652333929535","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-08-04T09:37:25.045Z"
"Mode","Velodrome V3","velodrome-v3","29.25","251.04999999999998","3256.6699999999996","1.1600000000000001","-42.73","0.03561920612159047","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-08-04T09:37:25.045Z"
"Mode","MantisSwap","mantisswap","0","0","766",,"-100",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-08-04T09:37:25.045Z"
"Zora","Uniswap V2","uniswap-v2","22.69","163.98","944.7","0.81","-56.21","0.08574150523975865","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-08-04T09:37:25.045Z"
"Zora","Uniswap V4","uniswap-v4","2.92","12.83","54.72999999999999","0","-16.09","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-08-04T09:37:25.045Z"
