network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","16678878","102835034","400557697","170580","-1.67","0.0425856253113019","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-09-02T11:56:24.214Z"
"OP Mainnet","Uniswap V3","uniswap-v3","4736722","25256082","109672500","251449","-12.49","0.2292726070801705","Watch","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-02T11:56:24.214Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1531177","10195301","38425434","3394","-2.05","0.008832691388729663","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-09-02T11:56:24.214Z"
"OP Mainnet","Uniswap V4","uniswap-v4","1248426","7049895","28037878","36945.89","-1.2","0.1317713487447231","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-02T11:56:24.214Z"
"OP Mainnet","Velodrome V2","velodrome-v2","259893","2670181","10643088","83701","-33.13","0.786435290209007","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v2","2026-09-02T11:56:24.214Z"
"OP Mainnet","Solidly V3","solidly-v3","195436","1608958","6133027","6.31","-28.59","0.00010288557346967492","Watch","Monitor incentives","https://defillama.com/protocol/solidly-v3","2026-09-02T11:56:24.214Z"
"OP Mainnet","Curve DEX","curve-dex","100199","1584384","4698081","1158.06","-44.4","0.024649638863186905","Watch","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-09-02T11:56:24.214Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","51820","512484","1804572","378.65999999999997","-19.11","0.020983368909636188","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-09-02T11:56:24.214Z"
"OP Mainnet","Velodrome V1","velodrome-v1","16183","84155","315679","144.89999999999998","12.97","0.045901057720025715","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-02T11:56:24.214Z"
"OP Mainnet","Beets DEX","beets-dex","14417","57920","302435","81.92","23.19","0.027086812042257016","Watch","Rebalance liquidity","https://defillama.com/protocol/beets-dex","2026-09-02T11:56:24.214Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","456942947","2961155715","12578425041","5725648","-16.86","0.04551959391845137","Watch","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-09-02T11:56:24.214Z"
"Base","Uniswap V3","uniswap-v3","152445694","988245013","3833193172","7671915","-29.27","0.20014423108233587","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-02T11:56:24.214Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","98674387","750129687","3604637922","459440","-39.22","0.012745801657246172","Watch","Monitor incentives","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-02T11:56:24.214Z"
"Base","Uniswap V4","uniswap-v4","53825737","331954975","1187530000","5065947","-20.55","0.42659528601382707","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-02T11:56:24.214Z"
"Base","Metric V2","metric-v2","44717721","378270893","723740205",,"86.98",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-09-02T11:56:24.214Z"
"Base","Tessera V","tessera-v","30530623","198250910","561853798",,"-13.06",,"Watch","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-09-02T11:56:24.214Z"
"Base","Hanji Protocol","hanji-protocol","14955934","98089107","289211964","28729","-1.31","0.009933544796231182","Strong","Improve fee efficiency","https://defillama.com/protocol/hanji-protocol","2026-09-02T11:56:24.214Z"
"Unichain","Uniswap V3","uniswap-v3","5856161","45616197","170254706","506998","-46.01","0.29778795071896574","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-02T11:56:24.214Z"
"Unichain","Uniswap V4","uniswap-v4","3880700","30557120","138534691","101705","-43.23","0.07341482430563187","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v4","2026-09-02T11:56:24.214Z"
"Unichain","Velodrome V3","velodrome-v3","223961","1778307","7347566","1352.05","-46.38","0.018401331815188868","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-09-02T11:56:24.214Z"
