network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","8131312","100167376","415902107","177020","28.78","0.04256290050485366","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-09-06T11:30:08.762Z"
"OP Mainnet","Uniswap V3","uniswap-v3","1393662","26215495","112823682","263516","91.08","0.23356443906874091","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-06T11:30:08.762Z"
"OP Mainnet","WOOFi Swap","woofi-swap","1400327","10619796","40319334","3019","6.66","0.0074877228874861874","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-09-06T11:30:08.762Z"
"OP Mainnet","Uniswap V4","uniswap-v4","681734","6453231","29051271","42265.89","188.87","0.1454872318667228","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-06T11:30:08.762Z"
"OP Mainnet","Velodrome V2","velodrome-v2","229896","3290899","11631834","81634","95.8","0.7018153801025703","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-09-06T11:30:08.762Z"
"OP Mainnet","Solidly V3","solidly-v3","82153","1639027","6354086","6.54","-12.29","0.00010292589681663106","Watch","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-09-06T11:30:08.762Z"
"OP Mainnet","Curve DEX","curve-dex","115809","1352149","5079620","1285.06","116.52","0.025298349089105086","Strong","Rebalance liquidity","https://defillama.com/protocol/curve-dex","2026-09-06T11:30:08.762Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","15154","676666","2093828","433.63000000000005","-2.38","0.020709915045552932","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-09-06T11:30:08.762Z"
"OP Mainnet","Velodrome V1","velodrome-v1","12067","114132","365644","169.07000000000002","280.54","0.04623896467602368","Watch","Rebalance liquidity","https://defillama.com/protocol/velodrome-v1","2026-09-06T11:30:08.762Z"
"OP Mainnet","Beets DEX","beets-dex","6165","84300","339701","91.79000000000002","-27.36","0.02702082125163012","Watch","Monitor incentives","https://defillama.com/protocol/beets-dex","2026-09-06T11:30:08.762Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","319279398","2858698887","12606825804","6090037","7.41","0.048307457362246585","Strong","Rebalance liquidity","https://defillama.com/protocol/aerodrome-slipstream","2026-09-06T11:30:08.762Z"
"Base","Uniswap V3","uniswap-v3","55684040","933238950","3981218000","8251910","51.17","0.20727099093794912","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-09-06T11:30:08.762Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","43415381","665648839","3534322325","443824","8.11","0.012557541706386385","Strong","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-09-06T11:30:08.762Z"
"Base","Uniswap V4","uniswap-v4","51119949","366810894","1306823776","5753434","20.62","0.44026089099866517","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-06T11:30:08.762Z"
"Base","Metric V2","metric-v2","37940687","354045944","823501646",,"-3.66",,"Strong","Rebalance liquidity","https://defillama.com/protocol/metric-v2","2026-09-06T11:30:08.762Z"
"Base","Tessera V","tessera-v","37140836","187683580","617121096",,"126.54",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-09-06T11:30:08.762Z"
"Base","Hanji Protocol","hanji-protocol","10418099","103383049","330462524","32764","11.24","0.009914588681166158","Strong","Improve fee efficiency","https://defillama.com/protocol/hanji-protocol","2026-09-06T11:30:08.762Z"
"Unichain","Uniswap V3","uniswap-v3","1406132","33334891","172037673","516598","-53.05","0.300281903952514","At risk","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-09-06T11:30:08.762Z"
"Unichain","Uniswap V4","uniswap-v4","1394427","26278970","142068729","103745","-4.98","0.07302451477552108","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-09-06T11:30:08.762Z"
"Unichain","Velodrome V3","velodrome-v3","89978","1630640","7300101","1355.07","-33.72","0.018562345918227703","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v3","2026-09-06T11:30:08.762Z"
"Unichain","EulerSwap","eulerswap","165","5816","21837.620000000003","0.32000000000000006","26512.9","0.0014653611519936697","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-09-06T11:30:08.762Z"
"Unichain","Curve DEX","curve-dex","0","0.66","5.32","0.13","-100","2.443609022556391","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-09-06T11:30:08.762Z"
"Unichain","1inch Aqua","1inch-aqua","0","0","4.04","0.03",,"0.7425742574257426","At risk","Grow TVL","https://defillama.com/protocol/1inch-aqua","2026-09-06T11:30:08.762Z"
"Mode","KIM Exchange V3","kim-exchange-v3","1577","69978","103178","108.54","83.37","0.10519684428851113","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-09-06T11:30:08.762Z"
"Mode","MantisSwap","mantisswap","0","14","72066.8",,,,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-09-06T11:30:08.762Z"
"Mode","KIM Exchange V2","kim-exchange-v2","248","8445.77","25217.810000000005","72.07","239.45","0.28579008248535454","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-09-06T11:30:08.762Z"
"Mode","SupSwap V3","supswap-v3","375","9743","23223.86","12.020000000000001","62.34","0.05175711531158042","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-09-06T11:30:08.762Z"
"Mode","Velodrome V2","velodrome-v2","42.03","3424.78","13845.910000000002","36.41","-95.28","0.2629657422300159","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-09-06T11:30:08.762Z"
"Mode","SwapMode V2","swapmode-v2","331","6491.4","12747.12","32.32","259.67","0.2535474679770803","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-09-06T11:30:08.762Z"
