network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"OP Mainnet","Velodrome V3","velodrome-v3","13795065","71835661","294713682","133657","43.25","0.04535147438455199","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v3","2026-07-16T12:10:05.522Z"
"OP Mainnet","Uniswap V3","uniswap-v3","4258879","21886099","131641059","306919","19.2","0.2331483826789938","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-16T12:10:05.522Z"
"OP Mainnet","WOOFi Swap","woofi-swap","2076313","9204334","34320994","4108","74.69","0.011969350304947462","Strong","Improve fee efficiency","https://defillama.com/protocol/woofi-swap","2026-07-16T12:10:05.522Z"
"OP Mainnet","Uniswap V4","uniswap-v4","899160","5236915","21023194","29340","9.25","0.1395601448571516","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-16T12:10:05.522Z"
"OP Mainnet","Velodrome V2","velodrome-v2","312105","1760076","5669433","99263","-0.17","1.7508452785313804","Strong","Rebalance liquidity","https://defillama.com/protocol/velodrome-v2","2026-07-16T12:10:05.522Z"
"OP Mainnet","Solidly V3","solidly-v3","259023","1789709","4753589","0","66.65","0","Strong","Improve fee efficiency","https://defillama.com/protocol/solidly-v3","2026-07-16T12:10:05.522Z"
"OP Mainnet","Curve DEX","curve-dex","27601","567873","3054355","471","-56.67","0.015420604350181954","At risk","Monitor incentives","https://defillama.com/protocol/curve-dex","2026-07-16T12:10:05.522Z"
"OP Mainnet","SushiSwap V3","sushiswap-v3","53394","363649","1362012","362","4.71","0.026578326769514514","Watch","Rebalance liquidity","https://defillama.com/protocol/sushiswap-v3","2026-07-16T12:10:05.522Z"
"OP Mainnet","Beets DEX","beets-dex","19002","119305","796402","77","4.61","0.009668484006820676","Watch","Improve fee efficiency","https://defillama.com/protocol/beets-dex","2026-07-16T12:10:05.522Z"
"OP Mainnet","Velodrome V1","velodrome-v1","11116","62068","638254","237","-25.91","0.037132552244090906","Watch","Monitor incentives","https://defillama.com/protocol/velodrome-v1","2026-07-16T12:10:05.522Z"
"Base","Aerodrome Slipstream","aerodrome-slipstream","373304875","2507233773","12389990212","6189361","-21.46","0.04995452695358433","Watch","Monitor incentives","https://defillama.com/protocol/aerodrome-slipstream","2026-07-16T12:10:05.522Z"
