network,dex,slug,volume24hUsd,volume7dUsd,volume30dUsd,fees30dUsd,change7dPct,feeToVolume30dPct,health,outcomeTarget,sourceUrl,updatedAt
"Base","Uniswap V4","uniswap-v4","214731423","1826205426","5618275464","5041825","137.3","0.08973972586973175","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-16T12:10:05.522Z"
"Base","Uniswap V3","uniswap-v3","146484431","666780678","2896207162","8081594","68.29","0.27904060545238024","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v3","2026-07-16T12:10:05.522Z"
"Base","PancakeSwap AMM V3","pancakeswap-amm-v3","78411008","537178050","2589642542","366371","-14.35","0.01414755102521018","Watch","Improve fee efficiency","https://defillama.com/protocol/pancakeswap-amm-v3","2026-07-16T12:10:05.522Z"
"Base","Tristero Spot","tristero-spot","31967958","127861227","361331120",,,,"Strong","Rebalance liquidity","https://defillama.com/protocol/tristero-spot","2026-07-16T12:10:05.522Z"
"Base","Metric","metric","8557035","47141467","281632827",,"-18.71",,"Watch","Rebalance liquidity","https://defillama.com/protocol/metric","2026-07-16T12:10:05.522Z"
"Base","Tessera V","tessera-v","8752927","38128985","274411133",,"31.33",,"Strong","Rebalance liquidity","https://defillama.com/protocol/tessera-v","2026-07-16T12:10:05.522Z"
"Unichain","Uniswap V3","uniswap-v3","3164793","21648397","146343664","446347","-21.25","0.3049991969587423","Watch","Monitor incentives","https://defillama.com/protocol/uniswap-v3","2026-07-16T12:10:05.522Z"
"Unichain","Uniswap V4","uniswap-v4","3670300","23365939","143407307","95630","-3.45","0.06668418925124925","Strong","Rebalance liquidity","https://defillama.com/protocol/uniswap-v4","2026-07-16T12:10:05.522Z"
"Unichain","Velodrome V3","velodrome-v3","258656","1532896","7188958","1305","0.11","0.018152839396196222","Strong","Improve fee efficiency","https://defillama.com/protocol/velodrome-v3","2026-07-16T12:10:05.522Z"
"Unichain","EulerSwap","eulerswap","598","4414","18140","0","-34.5","0","At risk","Grow TVL","https://defillama.com/protocol/eulerswap","2026-07-16T12:10:05.522Z"
"Unichain","Curve DEX","curve-dex","96","0","3181","532",,"16.724300534423136","At risk","Grow TVL","https://defillama.com/protocol/curve-dex","2026-07-16T12:10:05.522Z"
"Mode","KIM Exchange V3","kim-exchange-v3","6905","161610","242517","99","195.72","0.04082188052796299","Watch","Grow TVL","https://defillama.com/protocol/kim-exchange-v3","2026-07-16T12:10:05.522Z"
"Mode","KIM Exchange V2","kim-exchange-v2","2313","11030","28251","87","7.48","0.3079537007539556","At risk","Grow TVL","https://defillama.com/protocol/kim-exchange-v2","2026-07-16T12:10:05.522Z"
"Mode","Velodrome V3","velodrome-v3","35","864","26537","19","-97.67","0.07159814598485134","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v3","2026-07-16T12:10:05.522Z"
"Mode","SupSwap V3","supswap-v3","653","6421","13817","6","41.96","0.04342476659187957","At risk","Grow TVL","https://defillama.com/protocol/supswap-v3","2026-07-16T12:10:05.522Z"
"Mode","SwapMode V2","swapmode-v2","548","3308","9727","33","4.58","0.339261848463041","At risk","Grow TVL","https://defillama.com/protocol/swapmode-v2","2026-07-16T12:10:05.522Z"
"Mode","Velodrome V2","velodrome-v2","173","4874","8780","3","-11.73","0.03416856492027335","At risk","Grow TVL","https://defillama.com/protocol/velodrome-v2","2026-07-16T12:10:05.522Z"
"Mode","MantisSwap","mantisswap","262","619","1519",,"13000",,"At risk","Grow TVL","https://defillama.com/protocol/mantisswap","2026-07-16T12:10:05.522Z"
"Zora","Uniswap V2","uniswap-v2","74","266","1555","0","48","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v2","2026-07-16T12:10:05.522Z"
"Zora","Uniswap V4","uniswap-v4","4","14","85","0","100","0","At risk","Grow TVL","https://defillama.com/protocol/uniswap-v4","2026-07-16T12:10:05.522Z"
